slide_num,slide_title,shape_kind,rel_type,rel_id,embedded_filename,embedded_partname,embedded_blob_bytes,disk_path,disk_exists,disk_bytes,disk_mtime,codec,duration_s,width,height,has_audio,ffprobe_error
67,Demo - Strip: entity swap auto-flagged,PICTURE,image,rId5,image1.jpg,../media/image1.jpg,237255,/home/ubuntu/presentation_materials_20260224/08_branding/WhiteLogo.jpeg,yes,237255,2026-03-12T12:16:47.256654,,,,,,
68,Demo - Salvage: technical vocabulary drift,VIDEO,video,rId3,media4.mp4,../media/media4.mp4,2540214,/home/ubuntu/presentation_materials_20260224/06_demo_videos/c6eBrYor21I_10__70697c08_Part1_with_hyp.mp4,yes,2540214,2026-05-06T23:01:33.706799,h264,12.748,1280,720,yes,
68,Demo - Salvage: technical vocabulary drift,POSTER,image,rId4,image10.jpg,../media/image10.jpg,65975,/home/ubuntu/presentation_materials_20260224/.poster_frames/judge_router.jpg,yes,65975,2026-03-07T22:07:18.168368,,,,,,
68,Demo - Salvage: technical vocabulary drift,PICTURE,image,rId5,image1.jpg,../media/image1.jpg,237255,/home/ubuntu/presentation_materials_20260224/08_branding/WhiteLogo.jpeg,yes,237255,2026-03-12T12:16:47.256654,,,,,,
69,FUTURE DIRECTIONS,PICTURE,image,rId2,image1.jpg,../media/image1.jpg,237255,/home/ubuntu/presentation_materials_20260224/08_branding/WhiteLogo.jpeg,yes,237255,2026-03-12T12:16:47.256654,,,,,,
70,"Starting from 61.6%, Not 25%",PICTURE,image,rId2,image6.png,../media/image6.png,219744,/home/ubuntu/presentation_materials_20260224/01_plots_for_slides/P1_quality_tiers.png,yes,219744,2026-05-06T23:09:04.185288,,,,,,
70,"Starting from 61.6%, Not 25%",PICTURE,image,rId3,image1.jpg,../media/image1.jpg,237255,/home/ubuntu/presentation_materials_20260224/08_branding/WhiteLogo.jpeg,yes,237255,2026-03-12T12:16:47.256654,,,,,,
71,Five Phases — From IS 2.5 to Target IS 3.3–3.7,PICTURE,image,rId2,image25.png,../media/image25.png,193933,/home/ubuntu/presentation_materials_20260224/01_plots_for_slides/P3_wer_trajectory.png,yes,193933,2026-03-11T20:03:29.743277,,,,,,
71,Five Phases — From IS 2.5 to Target IS 3.3–3.7,PICTURE,image,rId3,image1.jpg,../media/image1.jpg,237255,/home/ubuntu/presentation_materials_20260224/08_branding/WhiteLogo.jpeg,yes,237255,2026-03-12T12:16:47.256654,,,,,,
72,IS Improvement Roadmap — From 2.5 to 3.5,PICTURE,image,rId2,image26.png,../media/image26.png,173758,/home/ubuntu/presentation_materials_20260224/01_plots_for_slides/P3b_is_trajectory.png,yes,173758,2026-05-06T23:09:04.729289,,,,,,
72,IS Improvement Roadmap — From 2.5 to 3.5,PICTURE,image,rId3,image1.jpg,../media/image1.jpg,237255,/home/ubuntu/presentation_materials_20260224/08_branding/WhiteLogo.jpeg,yes,237255,2026-03-12T12:16:47.256654,,,,,,
73,Stronger LLM + Smart Prompts = Force Multiplier,PICTURE,image,rId2,image1.jpg,../media/image1.jpg,237255,/home/ubuntu/presentation_materials_20260224/08_branding/WhiteLogo.jpeg,yes,237255,2026-03-12T12:16:47.256654,,,,,,
74,LLM Upgrade: Why It Matters,PICTURE,image,rId2,image1.jpg,../media/image1.jpg,237255,/home/ubuntu/presentation_materials_20260224/08_branding/WhiteLogo.jpeg,yes,237255,2026-03-12T12:16:47.256654,,,,,,
75,"Fine-Tuning: Limited Data, Limited Gains",PICTURE,image,rId2,image27.png,../media/image27.png,113920,/home/ubuntu/presentation_materials_20260224/01_plots_for_slides/finetune/FT_11a_loss.png,yes,113920,2026-03-05T22:42:32.961960,,,,,,
75,"Fine-Tuning: Limited Data, Limited Gains",PICTURE,image,rId3,image28.png,../media/image28.png,97983,/home/ubuntu/presentation_materials_20260224/01_plots_for_slides/finetune/FT_11b_impact.png,yes,97983,2026-03-05T22:42:32.961960,,,,,,
75,"Fine-Tuning: Limited Data, Limited Gains",PICTURE,image,rId4,image1.jpg,../media/image1.jpg,237255,/home/ubuntu/presentation_materials_20260224/08_branding/WhiteLogo.jpeg,yes,237255,2026-03-12T12:16:47.256654,,,,,,
76,Arabic Pipeline: Replication Roadmap,PICTURE,image,rId2,image1.jpg,../media/image1.jpg,237255,/home/ubuntu/presentation_materials_20260224/08_branding/WhiteLogo.jpeg,yes,237255,2026-03-12T12:16:47.256654,,,,,,
77,AV-HuBERT: Why It’s Not Language-Locked,PICTURE,image,rId2,image1.jpg,../media/image1.jpg,237255,/home/ubuntu/presentation_materials_20260224/08_branding/WhiteLogo.jpeg,yes,237255,2026-03-12T12:16:47.256654,,,,,,
78,Arabic Adaptation: What Changes,PICTURE,image,rId2,image1.jpg,../media/image1.jpg,237255,/home/ubuntu/presentation_materials_20260224/08_branding/WhiteLogo.jpeg,yes,237255,2026-03-12T12:16:47.256654,,,,,,
79,Key Takeaways,PICTURE,image,rId2,image1.jpg,../media/image1.jpg,237255,/home/ubuntu/presentation_materials_20260224/08_branding/WhiteLogo.jpeg,yes,237255,2026-03-12T12:16:47.256654,,,,,,
80,Thank You,PICTURE,image,rId2,image1.jpg,../media/image1.jpg,237255,/home/ubuntu/presentation_materials_20260224/08_branding/WhiteLogo.jpeg,yes,237255,2026-03-12T12:16:47.256654,,,,,,
81,A1: Homophenes — The Lip-Reading Problem,PICTURE,image,rId2,image1.jpg,../media/image1.jpg,237255,/home/ubuntu/presentation_materials_20260224/08_branding/WhiteLogo.jpeg,yes,237255,2026-03-12T12:16:47.256654,,,,,,
82,A3: IS Component Correlation,PICTURE,image,rId2,image1.jpg,../media/image1.jpg,237255,/home/ubuntu/presentation_materials_20260224/08_branding/WhiteLogo.jpeg,yes,237255,2026-03-12T12:16:47.256654,,,,,,
83,Appendix: PCA Loadings on the 6 IS Signals,PICTURE,image,rId2,image1.jpg,../media/image1.jpg,237255,/home/ubuntu/presentation_materials_20260224/08_branding/WhiteLogo.jpeg,yes,237255,2026-03-12T12:16:47.256654,,,,,,
84,Appendix: Human-IS Path B (Pre-Study Estimates),PICTURE,image,rId2,image1.jpg,../media/image1.jpg,237255,/home/ubuntu/presentation_materials_20260224/08_branding/WhiteLogo.jpeg,yes,237255,2026-03-12T12:16:47.256654,,,,,,
85,A4: LLM Salvage — Recoverable Segments,PICTURE,image,rId2,image1.jpg,../media/image1.jpg,237255,/home/ubuntu/presentation_materials_20260224/08_branding/WhiteLogo.jpeg,yes,237255,2026-03-12T12:16:47.256654,,,,,,
86,A5: LLM Salvage — Curated Examples,PICTURE,image,rId2,image1.jpg,../media/image1.jpg,237255,/home/ubuntu/presentation_materials_20260224/08_branding/WhiteLogo.jpeg,yes,237255,2026-03-12T12:16:47.256654,,,,,,
87,A9: Context Evaluation — Transition Details,PICTURE,image,rId2,image1.jpg,../media/image1.jpg,237255,/home/ubuntu/presentation_materials_20260224/08_branding/WhiteLogo.jpeg,yes,237255,2026-03-12T12:16:47.256654,,,,,,
88,Appendix: McNemar Tests — N-Best Methods vs Baseline,PICTURE,image,rId2,image1.jpg,../media/image1.jpg,237255,/home/ubuntu/presentation_materials_20260224/08_branding/WhiteLogo.jpeg,yes,237255,2026-03-12T12:16:47.256654,,,,,,
89,Two Environments: Development and Production,PICTURE,image,rId2,image1.jpg,../media/image1.jpg,237255,/home/ubuntu/presentation_materials_20260224/08_branding/WhiteLogo.jpeg,yes,237255,2026-03-12T12:16:47.256654,,,,,,
