utt_id,display_name,ref,hyp,hyp_tagged,wer_%,wwer_%,nea_recall_%,nea_precision_%,nea_f1_%,missed_entities
8wCA1Phnc-I_0__20258a80_00_000000_000291,8wCA1Phnc-I_0__20258a80,to have at least 10 of the active ingredient protodiocin which is one of the steroidal glycosides that is in tribulus,at least 10 percent of the active ingredients in prototypes which in this world is considered to be a good,at:rep least:rep 10:rep percent:ins of:rep the:rep active:rep ingredients:ins in:rep prototypes:ins which:ok in:rep this:ins world:ins is:rep considered:ins to:rep be:ins a:ins good:ins,76.2,83.3,50.0,25.0,33.3,one
91tFHYm9qso_7__03173d80_00_000000_000146,91tFHYm9qso_7__03173d80,so we started looking at the structure of coping and the structure of emotion and started really looking at,we started looking at structure of hope and the structure of emotion and started really looking,we:rep started:rep looking:rep at:rep structure:rep of:rep hope:ins and:rep the:rep structure:rep of:rep emotion:rep and:rep started:rep really:rep looking:rep,21.1,20.7,71.4,83.3,76.9,"coping, so"
9KACXV-cW-4_0__724f88a1_00_000000_000072,9KACXV-cW-4_0__724f88a1,now those predictions i think,of first impressions the same author,of:ins first:ins impressions:ins the:ins same:ins author:ins,120.0,100.0,0.0,0.0,0.0,"now, predictions, think"
9otzlTbuNO0_7__3db3b926_00_000000_000262,9otzlTbuNO0_7__3db3b926,it will catalog what i'm doing here for delayed pressure urticaria today's appointment,will catalog what i'm doing for delaying breast cancer here's today's appointment,will:rep catalog:rep what:rep i'm:rep doing:rep for:rep delaying:ins breast:ins cancer:ins here's:ins today's:rep appointment:rep,46.2,66.7,50.0,100.0,66.7,urticaria
9wJY59NWNz8_16__33190f6c_00_000000_000220,9wJY59NWNz8_16__33190f6c,we all live in our yellow submarine,we want to live in our own private,we:ok want:ins to:ins live:rep in:rep our:rep own:ins private:ins,57.1,50.0,33.3,25.0,28.6,"submarine, yellow"
AZTouP7hMjw_0__1479eaae_00_000000_000136,AZTouP7hMjw_0__1479eaae,some limonene hash oil some d limonene hash oil,being an actress being a,being:ins an:ins actress:ins being:ins a:ins,100.0,100.0,0.0,100.0,0.0,d
BVynmQr3cf8_0__0166130c_00_000000_000169,BVynmQr3cf8_0__0166130c,so i have two and a half of these size cups which is probably like the equivalent of,i have two and a half of these nice cups which is probably like the equivalent of,i:rep have:rep two:rep and:rep a:rep half:rep of:rep these:rep nice:ins cups:rep which:rep is:rep probably:rep like:rep the:rep equivalent:rep of:rep,11.1,11.1,100.0,100.0,100.0,
Cc85FcXkFBs_0__54a4c098_00_000000_000269,Cc85FcXkFBs_0__54a4c098,the pacific the new flagship model won't be a high powered beast if you're looking for 20 nanometer manufacturing and high bandwidth memory then the tonga isn't for you,civic the new flash chip might won't be a high power piece if you're looking for 20 nanometer manufacturing and a high bandwidth with memory then the target isn't for you,civic:ins the:rep new:rep flash:ins chip:ins might:ins won't:ok be:ok a:ok high:ok power:ins piece:ins if:ok you're:ok looking:ok for:ok 20:ok nanometer:ok manufacturing:ok and:ok a:rep high:rep bandwidth:rep with:ins memory:rep then:rep the:rep target:ins isn't:rep for:rep you:rep,34.5,48.1,50.0,100.0,66.7,pacific
Cp1eBaFIRFw_1__e302e4f7_00_000000_000213,Cp1eBaFIRFw_1__e302e4f7,you could be using that way in here so that's basically my recipe i'm going to show you what we're going to do now,all about owning that right here so that's basically what i'm trying to do with what i do have,all:ins about:ins owning:ins that:rep right:ins here:rep so:rep that's:rep basically:rep what:rep i'm:rep trying:ins to:rep do:rep with:ins what:rep i:ins do:rep have:ins,62.5,71.8,36.4,50.0,42.1,"going, in, now, recipe, show, using, way"
DBhaa45mAro_2__07d05c7a_00_000000_000359,DBhaa45mAro_2__07d05c7a - Part 1,hey it's me just doing the eush keeping up with what's going on in school so here's the latest taylor and rob over brittany over dennis and julia totes over,,,100.0,100.0,0.0,100.0,0.0,"dennis, julia, taylor"
DBhaa45mAro_2__07d05c7a_01_000299_000408,DBhaa45mAro_2__07d05c7a - Part 2,and julia totes over well thank god,and julia chooses overreal the,and:ok julia:ok chooses:ins overreal:ins the:ins,71.4,68.8,50.0,100.0,66.7,god
DUJbZV6oIds_0__55300c6c_00_000000_000287,DUJbZV6oIds_0__55300c6c - Part 1,second thing is a circular polarizer great for obviously exterior shooting but also good for getting rid of reflections sometimes in windows and things like that,second is i stand to the polorizer great for obviously a hate shooting but also good for getting rid of reflections sometimes in windows and things like glass,second:ok is:rep i:ins stand:ins to:ins the:ins polorizer:ins great:rep for:rep obviously:rep a:rep hate:ins shooting:rep but:rep also:rep good:rep for:rep getting:rep rid:rep of:rep reflections:rep sometimes:rep in:rep windows:rep and:rep things:rep like:rep glass:ins,34.6,24.4,73.3,73.3,73.3,"circular, exterior, polarizer, thing"
DUJbZV6oIds_0__55300c6c_01_000239_000298,DUJbZV6oIds_0__55300c6c - Part 2,in windows and things like that,in a window instead of having to,in:ok a:ins window:ins instead:ins of:ins having:ins to:ins,100.0,87.5,0.0,0.0,0.0,"things, windows"
DYZKgzvPexU_0__ad4114ab_00_000000_000073,DYZKgzvPexU_0__ad4114ab,hey how's it going youtube i'm 5'6 and i'm here to,and it's clear that viruses can be transmitted,and:rep it's:ins clear:ins that:ins viruses:ins can:ins be:ins transmitted:ins,100.0,95.0,0.0,100.0,0.0,5'6
ECIwBVJ8cZQ_2__12e63349_00_000000_000122,ECIwBVJ8cZQ_2__12e63349,will not have enough food for a healthy life,we learned to have enough food for a healthy life,we:ins learned:ins to:ins have:rep enough:rep food:rep for:rep a:rep healthy:rep life:rep,33.3,14.3,100.0,83.3,90.9,
EG9HNZm6qSs_1__6a00dc91_00_000000_000101,EG9HNZm6qSs_1__6a00dc91,what you mean this the lapel mic i don't understand what's distracting about it,what do you mean this is the libelous i don't understand what she's ranting about it,what:ok do:ins you:rep mean:rep this:rep is:ins the:rep libelous:ins i:rep don't:rep understand:rep what:rep she's:ins ranting:ins about:rep it:rep,50.0,61.9,40.0,50.0,44.4,"distracting, lapel, mic"
F-2k62XeAvM_20__9237e7c5_00_000000_000191,F-2k62XeAvM_20__9237e7c5,but when we first started this series i wondered if we'd actually get through it you know all great ideas,when we first started this series i wondered if we'd actually get through it you know all great ideas,when:rep we:rep first:rep started:rep this:rep series:rep i:rep wondered:rep if:rep we'd:rep actually:rep get:rep through:rep it:rep you:rep know:rep all:rep great:rep ideas:rep,5.0,10.0,100.0,100.0,100.0,
FD9U2sgqJe8_16__9d9045c8_00_000000_000264,FD9U2sgqJe8_16__9d9045c8,i'm not sure if you're aware of it but yes there has been a class action suit filed against apple for that very thing and yes technically speaking it wasn't a wine it was a beer,i'm not sure if you're aware of it but yes there has been a class action suit filed against apple for that very thing and yes now technically speaking it wasn't sony it was apple,i'm:ok not:ok sure:ok if:ok you're:ok aware:ok of:ok it:ok but:ok yes:ok there:ok has:ok been:ok a:ok class:ok action:ok suit:ok filed:ok against:ok apple:ok for:ok that:ok very:ok thing:ok and:ok yes:ok now:ins technically:rep speaking:rep it:rep wasn't:rep sony:ins it:ok was:ok apple:rep,13.9,26.9,84.6,84.6,84.6,"beer, wine"
GwBfUzPCiaw_0__4d2b0fdb_00_000000_000164,GwBfUzPCiaw_0__4d2b0fdb,where is the car wo ist das auto,where is the car full is dusty outdoors,where:ok is:ok the:ok car:ok full:ins is:rep dusty:ins outdoors:ins,50.0,64.3,0.0,100.0,0.0,das
HhkhkWkzNP4_7__2527cbb1_00_000000_000256,HhkhkWkzNP4_7__2527cbb1,we're excited about several innovations that will deliver increased nutritional benefits of the food that we eat as well and also that will help ensure,commandant of the naval innovations center we were there to increase the nutritional benefit of the food we were eating in israel also they would help us with our,commandant:ins of:rep the:rep naval:ins innovations:ok center:ins we:rep were:ins there:ins to:ins increase:ins the:rep nutritional:rep benefit:ins of:rep the:rep food:rep we:rep were:ins eating:ins in:ins israel:ins also:rep they:ins would:ins help:rep us:ins with:ins our:ins,88.0,100.0,35.7,38.5,37.0,"as, benefits, deliver, eat, ensure, excited, increased, several, well"
IQT8XQ9ODcY_11__d07f81fa_00_000000_000105,IQT8XQ9ODcY_11__d07f81fa,so you can update the spreadsheet from autocad,who are going to get dated especially from other guys,who:ins are:ins going:ins to:ins get:ins dated:ins especially:ins from:rep other:ins guys:ins,112.5,91.7,0.0,0.0,0.0,"autocad, so, spreadsheet, update"
JJRxStrOiBI_7__24d99a07_00_000000_000151,JJRxStrOiBI_7__24d99a07,for that you will use preter because that's what happened what people did,for that you will lose what happened or people that will,for:ok that:ok you:ok will:ok lose:ins what:rep happened:rep or:ins people:rep that:rep will:rep,53.8,52.6,40.0,66.7,50.0,"did, preter, use"
K0h33Ps7vz4_11__e66d3063_00_000000_000103,K0h33Ps7vz4_11__e66d3063,to this wave of artificial intelligence that is slowly taking place,to this wave of artificial intelligence that is slowly taking place,to:ok this:ok wave:ok of:ok artificial:ok intelligence:ok that:ok is:ok slowly:ok taking:ok place:ok,0.0,0.0,100.0,100.0,100.0,
LGcjzM3BX-s_3__cc3e230e_00_000000_000154,LGcjzM3BX-s_3__cc3e230e,they do however on again they do however hold the festival,do you know how ever god is the one who,do:rep you:ins know:ins how:ins ever:ins god:ins is:ins the:rep one:ins who:ins,90.9,83.3,0.0,0.0,0.0,"again, do, festival, hold, however, on"
MO4hiiayz3w_9__e89a45de_00_000000_000139,MO4hiiayz3w_9__e89a45de,it's not bad you know what because it's our culture it's our culture you have to,not a bad word but it's our culture our culture is our,not:rep a:ins bad:ok word:ins but:ins it's:rep our:rep culture:rep our:ok culture:ok is:ins our:ok,62.5,70.8,50.0,66.7,57.1,"have, know"
NGCTGBsuEg4_20__f35e3151_00_000000_000195,NGCTGBsuEg4_20__f35e3151,vi we said was zero so that goes away so vf is f delta t,v i would say we're zero so that goes away so v i have the lead staff to tell the team,v:ins i:ins would:ins say:ins we're:ins zero:rep so:rep that:rep goes:rep away:rep so:rep v:ins i:ins have:ins the:ins lead:ins staff:ins to:ins tell:ins the:ins team:ins,100.0,62.5,25.0,100.0,40.0,"delta, f, t"
OxenfkPpJPY_0__0f9d64b8_00_000000_000221,OxenfkPpJPY_0__0f9d64b8,if police reasonably believe that you have information that could assist them with the investigation of a serious offence then you have to give them your name and address,police reasonably believe that you have information that could assist them with the investigation of a serious offence then you have to give them your name and address,police:rep reasonably:rep believe:rep that:rep you:rep have:rep information:rep that:rep could:rep assist:rep them:rep with:rep the:rep investigation:rep of:rep a:rep serious:rep offence:rep then:rep you:rep have:rep to:rep give:rep them:rep your:rep name:rep and:rep address:rep,3.4,2.3,100.0,100.0,100.0,
PSJRmPfOGYQ_13__b2afc3d9_00_000000_000122,PSJRmPfOGYQ_13__b2afc3d9,i see twitter feeds all over the place right i see them in news stories i see them in,see green fins all over the place so i can see them close to shore i see them in the,see:rep green:ins fins:ins all:rep over:rep the:rep place:rep so:ins i:rep can:ins see:ok them:ok close:ins to:ins shore:ins i:ok see:ok them:ok in:ok the:rep,47.4,53.6,42.9,42.9,42.9,"feeds, news, stories, twitter"
QvDw6m2kA6Q_0__a756b252_00_000000_000129,QvDw6m2kA6Q_0__a756b252,there are two types of teeth the first type is the anus,you know those two times i've seen the first time is in kenya,you:ins know:ins those:ins two:rep times:ins i've:ins seen:ins the:rep first:rep time:ins is:rep in:ins kenya:ins,75.0,61.9,100.0,50.0,66.7,
QzYx9bYHxKo_3__373a7e56_00_000000_000091,QzYx9bYHxKo_3__373a7e56,this book ain't just narrated by one fool tellin us what's up with the dun,speak english as it is i write about what foods taste best with a,speak:ins english:ins as:ins it:ins is:ins i:ins write:ins about:ins what:ins foods:ins taste:ins best:ins with:ok a:ins,93.3,93.8,0.0,0.0,0.0,"one, tellin, us"
RsPPOL9XhcM_14__da966181_00_000000_000321,RsPPOL9XhcM_14__da966181,goes on to say frank sachs lead author on the report said he has no idea why people think coconut oil is healthy it's almost 100 fat he says,goes on to say france as the lead author on the report said he has no idea why people think going north is south it's almost 100 percent fat kills us,goes:ok on:ok to:ok say:ok france:ins as:ins the:rep lead:rep author:rep on:rep the:rep report:rep said:rep he:rep has:rep no:rep idea:rep why:rep people:rep think:rep going:ins north:ins is:rep south:ins it's:rep almost:rep 100:rep percent:ins fat:rep kills:ins us:ins,31.0,33.3,100.0,25.0,40.0,
S0ID6pdAvvY_7__e2281119_00_000000_000214,S0ID6pdAvvY_7__e2281119,with how to reverse it okay what are the handful of things i'm gonna show you some things that might help you here in just a minute,what is the handful of things i'm going to show you some things like my belt loop or something like that but,what:rep is:ins the:rep handful:rep of:rep things:rep i'm:rep going:ins to:rep show:rep you:rep some:rep things:rep like:ins my:ins belt:ins loop:ins or:ins something:ins like:ins that:rep but:ins,66.7,100.0,0.0,100.0,0.0,"a, just, minute"
S8aXVz799Dc_7__0af934d2_00_000000_000204,S8aXVz799Dc_7__0af934d2,another useful expression i'm afraid there's been a mistake or i'm afraid there's been a mistake,another useful expression i'm afraid there's been a m i s duck or i m afraid there s,another:ok useful:ok expression:ok i'm:ok afraid:ok there's:ok been:ok a:ok m:ins i:ins s:ins duck:ins or:rep i:ins m:ins afraid:rep there:ins s:ins,62.5,110.7,80.0,57.1,66.7,mistake
SQONLdb1gow_3__82d6e002_00_000000_000088,SQONLdb1gow_3__82d6e002,in the case of exercise it's not just a matter of working or not working,days of exercise is not just a matter of working or not working,days:ins of:rep exercise:rep is:ins not:rep just:rep a:rep matter:rep of:rep working:rep or:rep not:rep working:rep,26.7,27.3,80.0,80.0,80.0,case
SmTednDfdxA_8__7fc8688e_00_000000_000090,SmTednDfdxA_8__7fc8688e,and so what are the arguments that the individual mandate,and so what are the arguments that the individual may take,and:ok so:ok what:ok are:ok the:ok arguments:ok that:ok the:ok individual:ok may:ins take:ins,20.0,14.3,75.0,75.0,75.0,mandate
TgdqxHIF-Ec_1__b8b5e460_00_000000_000108,TgdqxHIF-Ec_1__b8b5e460,but i have to understand in my head what that looks like in 3d as i'm drawing it,but i feel like this side of my head what that looks like in the real world as i'm drawing,but:ok i:ok feel:ins like:rep this:ins side:ins of:ins my:rep head:rep what:rep that:rep looks:rep like:rep in:rep the:ins real:ins world:ins as:rep i'm:rep drawing:rep,50.0,44.0,50.0,42.9,46.2,"3d, have, understand"
TuUiNhbMzjY_8__8b4a8fec_00_000000_000091,TuUiNhbMzjY_8__8b4a8fec,one really nice thing about this is,what a brilliant idea this is,what:ins a:ins brilliant:ins idea:ins this:rep is:rep,71.4,84.6,0.0,100.0,0.0,one
VI-3EHJ-2pI_1__e8f492eb_00_000000_000090,VI-3EHJ-2pI_1__e8f492eb,do is either sit or stand the baby up on a chair,was either standing or sitting the baby up on a chair,was:ins either:rep standing:ins or:rep sitting:ins the:rep baby:rep up:rep on:rep a:rep chair:rep,33.3,37.5,50.0,50.0,50.0,"sit, stand"
VMWNq9cCXU4_12__451829a4_00_000000_000185,VMWNq9cCXU4_12__451829a4,cartoon characters the blue and the red those things change all the time on influenza which is why we have to re evaluate,are too tightly coupled with the rate those things change all the time influencing which is why we have to reach,are:ins too:ins tightly:ins coupled:ins with:ins the:ok rate:ins those:ok things:ok change:ok all:ok the:ok time:ok influencing:ins which:rep is:rep why:rep we:rep have:rep to:rep reach:ins,43.5,48.5,40.0,40.0,40.0,"blue, cartoon, characters, evaluate, influenza, red"
VxZ2o9MPtFA_24__390f4eae_00_000000_000278,VxZ2o9MPtFA_24__390f4eae,what we call business development training in other words they taught me how to sell they taught me a little bit about the product,what are business development training in other words that taught me how to sell they taught me a little bit about how to about the product,what:ok are:ins business:rep development:rep training:rep in:rep other:rep words:rep that:ins taught:rep me:rep how:rep to:rep sell:rep they:rep taught:rep me:rep a:rep little:rep bit:rep about:rep how:rep to:rep about:rep the:rep product:rep,25.0,27.8,90.9,100.0,95.2,call
WNDj1BAKi0A_0__49b21410_00_000000_000194,WNDj1BAKi0A_0__49b21410,we will give up some of our individual choice for the sake of the community decision,will give up some of our individual choices for the sake of the community and,will:rep give:rep up:rep some:rep of:rep our:rep individual:rep choices:ins for:rep the:rep sake:rep of:rep the:rep community:rep and:ins,18.8,22.7,66.7,80.0,72.7,"choice, decision"
WRtKKFMhJVM_4__91456207_00_000000_000355,WRtKKFMhJVM_4__91456207,would give you are the 16 but the lines are straight so either lens correction was used or it's just really freaking straight or cropped or whatever but it looks great with the stands the crowd the lights look awesome,of deforestation is that it complicates the hashtags on twitter and there's integration with google street view and facebook and instagram so we have burger king with its own hashtag to draw attention to their cause,of:ins deforestation:ins is:ins that:ins it:rep complicates:ins the:rep hashtags:ins on:ins twitter:ins and:ins there's:ins integration:ins with:rep google:ins street:ins view:ins and:ins facebook:ins and:ins instagram:ins so:rep we:ins have:ins burger:ins king:ins with:rep its:ins own:ins hashtag:ins to:ins draw:ins attention:ins to:ins their:ins cause:ins,97.5,93.7,0.0,0.0,0.0,16
WyPi-INqRjc_7__cf000cbf_00_000000_000357,WyPi-INqRjc_7__cf000cbf,the concepts will be explained from two perspectives using real life experiences reflecting my living in mexico as well as visits to other spanish and french speaking countries,to explain from two perspectives using great life experiences reflecting my living in mexico as well as visits to other spanish and french speaking countries,to:rep explain:ins from:rep two:rep perspectives:rep using:rep great:ins life:rep experiences:rep reflecting:rep my:rep living:rep in:rep mexico:rep as:rep well:rep as:rep visits:rep to:rep other:rep spanish:rep and:rep french:rep speaking:rep countries:rep,21.4,16.4,100.0,100.0,100.0,
ZcCviyMNsPo_9__78596d0d_00_000000_000141,ZcCviyMNsPo_9__78596d0d,but it's mostly cardiac muscle and as i said before that's the pump component of the heart,is mostly not yet muscle and as i said before that's the pump but part of the heat,is:ins mostly:rep not:ins yet:ins muscle:ok and:ok as:ok i:ok said:ok before:ok that's:ok the:ok pump:ok but:rep part:ins of:rep the:rep heat:ins,41.2,42.3,57.1,57.1,57.1,"cardiac, component, heart"
aGULUaABMlc_0__59576e05_00_000000_000114,aGULUaABMlc_0__59576e05,i felt like we could do this i felt like this is something we can overcome,like we could do this and i felt like this is something we had to overcome,like:rep we:rep could:rep do:rep this:rep and:ins i:rep felt:rep like:rep this:rep is:rep something:rep we:rep had:ins to:ins overcome:ok,31.2,30.0,100.0,75.0,85.7,
ajEHR2Ajycw_14__39f3ce5a_00_000000_000106,ajEHR2Ajycw_14__39f3ce5a,mode or single player mode by the way this is also a,mode single player mode by any way this is also,mode:ok single:rep player:rep mode:rep by:rep any:ins way:rep this:rep is:rep also:rep,25.0,16.7,100.0,100.0,100.0,
b1-EWr3WQhI_0__324a9544_00_000000_000075,b1-EWr3WQhI_0__324a9544,and how we should be and how we have to,i'm going to ask you to,i'm:ins going:ins to:rep ask:ins you:ins to:rep,90.0,145.5,0.0,0.0,0.0,have
bLjyV24KpeY_0__d0de0f63_00_000000_000110,bLjyV24KpeY_0__d0de0f63,what they are is 3d goggles they have two independent screens they're like 850 by,3 years old 8 years old,3:ins years:ins old:ins 8:ins years:ins old:ins,100.0,100.0,0.0,0.0,0.0,"850, two"
bR80JEaW4LY_0__51c8b7c5_00_000000_000074,bR80JEaW4LY_0__51c8b7c5,before jumping into my scheme let me just tell you that for jeevan anand,before the pyramids came let me just tell you that for 3000 years,before:ok the:ins pyramids:ins came:ins let:rep me:rep just:rep tell:rep you:rep that:rep for:rep 3000:ins years:ins,42.9,56.0,0.0,0.0,0.0,"anand, jeevan"
eLS1vcpGVHQ_12__e9dd9adc_00_000000_000090,eLS1vcpGVHQ_12__e9dd9adc,i surrendered good quite i surrendered to the low security,is the only thing that,is:ins the:rep only:ins thing:ins that:ins,100.0,93.8,0.0,0.0,0.0,"good, low, quite, security, surrendered"
gD8IlVJFk04_9__4f672fc5_00_000000_000150,gD8IlVJFk04_9__4f672fc5,connection within the cable to check that you've got continuity between both ends now of course on this length of,connection within the cable to chat that you've got continuously between both hands now of course on this length of,connection:ok within:ok the:ok cable:ok to:ok chat:ins that:ok you've:ok got:ok continuously:ins between:ok both:ok hands:ins now:ok of:ok course:ok on:ok this:ok length:ok of:ok,15.0,26.7,66.7,66.7,66.7,"check, continuity, ends"
h6yzdL1tN9U_9__16b0e01c_00_000000_000154,h6yzdL1tN9U_9__16b0e01c,readers out there because they're everywhere and remember you want to network,when i was 18 years old i came to the united states on a student visa to attend harvard university,when:ins i:ins was:ins 18:ins years:ins old:ins i:ins came:ins to:rep the:ins united:ins states:ins on:ins a:ins student:ins visa:ins to:rep attend:ins harvard:ins university:ins,158.3,95.0,0.0,0.0,0.0,"everywhere, network, out, readers, remember, there, want"
iJxvSh6PbTc_4__12c45eac_00_000000_000193,iJxvSh6PbTc_4__12c45eac,area have been showing zygites addendum and even zygites to their class and discussing it,i've been sharing the stage at the meetings for decades with anderson,i've:ins been:rep sharing:ins the:ins stage:ins at:ins the:ins meetings:ins for:ins decades:ins with:ins anderson:ins,93.3,95.7,0.0,0.0,0.0,"addendum, area, class, discussing, even, showing, zygites"
iRtsRJhrD5Y_8__dd680175_00_000000_000233,iRtsRJhrD5Y_8__dd680175,i looked and i saw i was wrong i was lied to just as everyone else,learned and i just thought i was wrong i was lied to just like everyone else but,learned:ins and:rep i:rep just:rep thought:ins i:ok was:ok wrong:ok i:ok was:ok lied:ok to:ok just:ok like:ins everyone:ok else:ok but:ins,37.5,36.4,66.7,66.7,66.7,"looked, saw"
