utt_id,display_name,ref,hyp,hyp_tagged,wer_%,wwer_%,nea_recall_%,nea_precision_%,nea_f1_%,missed_entities
3Sd87aIMr3k_15__19014265_00_000000_000090,3Sd87aIMr3k_15__19014265,now let's fill in the punnet square,to feel like the monkey square for the,to:ins feel:ins like:ins the:rep monkey:ins square:rep for:ins the:rep,100.0,106.7,0.0,100.0,0.0,punnet
48mil-jr-Pk_6__7aead1f5_00_000000_000073,48mil-jr-Pk_6__7aead1f5,for example wellness programs are very popular among employers,example wellness programs are very popular among employers,example:rep wellness:rep programs:rep are:rep very:rep popular:rep among:rep employers:rep,11.1,6.7,100.0,100.0,100.0,
5RJU2GoOvoM_0__d181c4ad_00_000000_000086,5RJU2GoOvoM_0__d181c4ad,you've got to get back up again because we all fall we all fail,you've got to get back up again because we all fall we all fail,you've:ok got:ok to:ok get:ok back:ok up:ok again:ok because:ok we:ok all:ok fall:ok we:ok all:ok fail:ok,0.0,9.5,100.0,100.0,100.0,
6j5IucNv9kc_8__7730cf1d_00_000000_000128,6j5IucNv9kc_8__7730cf1d,gadget mouse making company and they have this app on the app store you can pick up for free,,,100.0,100.0,0.0,100.0,0.0,"gadget, mouse"
6k4CVRuJ9tg_2__3bf717e1_00_000000_000223,6k4CVRuJ9tg_2__3bf717e1,again before i get into that i just want to check in with people i know that a couple people well a few people will probably hear live so feel free to go and check them out and if you're interested in learning more about the,,,100.0,100.0,0.0,100.0,0.0,"again, check, couple, feel, few, free, get, go, hear, interested, just, know, learning, live, more, people, probably, so, want, well"
8HA9Q9Ityfg_0__7a8ea09b_00_000000_000073,8HA9Q9Ityfg_0__7a8ea09b,own rail system for a few bucks,system for a few years,system:rep for:rep a:rep few:rep years:ins,42.9,50.0,40.0,50.0,44.4,"bucks, own, rail"
8fk-CwhmumA_18__17792c60_00_000000_000129,8fk-CwhmumA_18__17792c60,as our routing and switching workbooks so that's why it's taking so long,,,100.0,100.0,0.0,100.0,0.0,"long, routing, so, switching, taking, workbooks"
8wCA1Phnc-I_0__20258a80_00_000000_000291,8wCA1Phnc-I_0__20258a80,to have at least 10 of the active ingredient protodiocin which is one of the steroidal glycosides that is in tribulus,,,100.0,100.0,0.0,100.0,0.0,"10, one"
91tFHYm9qso_7__03173d80_00_000000_000146,91tFHYm9qso_7__03173d80,so we started looking at the structure of coping and the structure of emotion and started really looking at,,,100.0,100.0,0.0,100.0,0.0,"coping, emotion, looking, really, so, started, structure"
9KACXV-cW-4_0__724f88a1_00_000000_000072,9KACXV-cW-4_0__724f88a1,now those predictions i think,of first impressions by this,of:ins first:ins impressions:ins by:ins this:ins,100.0,100.0,0.0,0.0,0.0,"now, predictions, think"
9otzlTbuNO0_7__3db3b926_00_000000_000262,9otzlTbuNO0_7__3db3b926,it will catalog what i'm doing here for delayed pressure urticaria today's appointment,will catalog what i'm doing for delaying breast cancer here's today's appointment,will:rep catalog:rep what:rep i'm:rep doing:rep for:rep delaying:ins breast:ins cancer:ins here's:ins today's:rep appointment:rep,46.2,66.7,50.0,100.0,66.7,urticaria
9wJY59NWNz8_16__33190f6c_00_000000_000220,9wJY59NWNz8_16__33190f6c,we all live in our yellow submarine,we want to live in our own private,we:ok want:ins to:ins live:rep in:rep our:rep own:ins private:ins,57.1,50.0,33.3,25.0,28.6,"submarine, yellow"
AZTouP7hMjw_0__1479eaae_00_000000_000136,AZTouP7hMjw_0__1479eaae,some limonene hash oil some d limonene hash oil,being an actor being an actress,being:ins an:ins actor:ins being:ins an:ins actress:ins,100.0,100.0,0.0,100.0,0.0,d
BVynmQr3cf8_0__0166130c_00_000000_000169,BVynmQr3cf8_0__0166130c,so i have two and a half of these size cups which is probably like the equivalent of,i have two and a half of these nice cups which is probably like the equivalent of,i:rep have:rep two:rep and:rep a:rep half:rep of:rep these:rep nice:ins cups:rep which:rep is:rep probably:rep like:rep the:rep equivalent:rep of:rep,11.1,11.1,100.0,100.0,100.0,
Cc85FcXkFBs_0__54a4c098_00_000000_000269,Cc85FcXkFBs_0__54a4c098,the pacific the new flagship model won't be a high powered beast if you're looking for 20 nanometer manufacturing and high bandwidth memory then the tonga isn't for you,,,100.0,100.0,0.0,100.0,0.0,"20, pacific"
Cp1eBaFIRFw_1__e302e4f7_00_000000_000213,Cp1eBaFIRFw_1__e302e4f7,you could be using that way in here so that's basically my recipe i'm going to show you what we're going to do now,,,100.0,100.0,0.0,100.0,0.0,"basically, do, going, here, in, now, recipe, show, so, using, way"
DBhaa45mAro_2__07d05c7a_00_000000_000359,DBhaa45mAro_2__07d05c7a - Part 1,hey it's me just doing the eush keeping up with what's going on in school so here's the latest taylor and rob over brittany over dennis and julia totes over,,,100.0,100.0,0.0,100.0,0.0,"dennis, julia, taylor"
DBhaa45mAro_2__07d05c7a_01_000299_000408,DBhaa45mAro_2__07d05c7a - Part 2,and julia totes over well thank god,julia child over real the,julia:rep child:ins over:rep real:ins the:ins,71.4,68.8,50.0,100.0,66.7,god
DUJbZV6oIds_0__55300c6c_00_000000_000287,DUJbZV6oIds_0__55300c6c - Part 1,second thing is a circular polarizer great for obviously exterior shooting but also good for getting rid of reflections sometimes in windows and things like that,,,100.0,100.0,0.0,100.0,0.0,"also, circular, exterior, good, great, obviously, polarizer, reflections, rid, second, shooting, sometimes, thing, things, windows"
DUJbZV6oIds_0__55300c6c_01_000239_000298,DUJbZV6oIds_0__55300c6c - Part 2,in windows and things like that,windows instead of glass to,windows:rep instead:ins of:ins glass:ins to:ins,83.3,75.0,50.0,33.3,40.0,things
DYZKgzvPexU_0__ad4114ab_00_000000_000073,DYZKgzvPexU_0__ad4114ab,hey how's it going youtube i'm 5'6 and i'm here to,,,100.0,100.0,0.0,100.0,0.0,5'6
ECIwBVJ8cZQ_2__12e63349_00_000000_000122,ECIwBVJ8cZQ_2__12e63349,will not have enough food for a healthy life,we learned to have enough food for a healthy life,we:ins learned:ins to:ins have:rep enough:rep food:rep for:rep a:rep healthy:rep life:rep,33.3,14.3,100.0,83.3,90.9,
EG9HNZm6qSs_1__6a00dc91_00_000000_000101,EG9HNZm6qSs_1__6a00dc91,what you mean this the lapel mic i don't understand what's distracting about it,,,100.0,100.0,0.0,100.0,0.0,"distracting, lapel, mean, mic, understand"
F-2k62XeAvM_20__9237e7c5_00_000000_000191,F-2k62XeAvM_20__9237e7c5,but when we first started this series i wondered if we'd actually get through it you know all great ideas,,,100.0,100.0,0.0,100.0,0.0,"actually, first, get, great, ideas, know, series, started, wondered"
FD9U2sgqJe8_16__9d9045c8_00_000000_000264,FD9U2sgqJe8_16__9d9045c8,i'm not sure if you're aware of it but yes there has been a class action suit filed against apple for that very thing and yes technically speaking it wasn't a wine it was a beer,,,100.0,100.0,0.0,100.0,0.0,"action, apple, aware, beer, class, filed, speaking, suit, sure, technically, thing, very, wine"
GwBfUzPCiaw_0__4d2b0fdb_00_000000_000164,GwBfUzPCiaw_0__4d2b0fdb,where is the car wo ist das auto,where is the car full is dusty outside,where:ok is:ok the:ok car:ok full:ins is:rep dusty:ins outside:ins,50.0,64.3,0.0,100.0,0.0,das
HhkhkWkzNP4_7__2527cbb1_00_000000_000256,HhkhkWkzNP4_7__2527cbb1,we're excited about several innovations that will deliver increased nutritional benefits of the food that we eat as well and also that will help ensure,,,100.0,100.0,0.0,100.0,0.0,"also, as, benefits, deliver, eat, ensure, excited, food, help, increased, innovations, nutritional, several, well"
IQT8XQ9ODcY_11__d07f81fa_00_000000_000105,IQT8XQ9ODcY_11__d07f81fa,so you can update the spreadsheet from autocad,you're going to get dated especially from other guys,you're:ins going:ins to:ins get:ins dated:ins especially:ins from:ok other:ins guys:ins,100.0,91.7,0.0,0.0,0.0,"autocad, so, spreadsheet, update"
JJRxStrOiBI_7__24d99a07_00_000000_000151,JJRxStrOiBI_7__24d99a07,for that you will use preter because that's what happened what people did,for that you will lose what has happened or people that will,for:ok that:ok you:ok will:ok lose:ins what:rep has:ins happened:rep or:ins people:rep that:rep will:rep,61.5,73.7,40.0,66.7,50.0,"did, preter, use"
K0h33Ps7vz4_11__e66d3063_00_000000_000103,K0h33Ps7vz4_11__e66d3063,to this wave of artificial intelligence that is slowly taking place,to this wave of artificial intelligence that is slowly taking place,to:ok this:ok wave:ok of:ok artificial:ok intelligence:ok that:ok is:ok slowly:ok taking:ok place:ok,0.0,0.0,100.0,100.0,100.0,
LGcjzM3BX-s_3__cc3e230e_00_000000_000154,LGcjzM3BX-s_3__cc3e230e,they do however on again they do however hold the festival,,,100.0,100.0,0.0,100.0,0.0,"again, do, festival, hold, however, on"
MO4hiiayz3w_9__e89a45de_00_000000_000139,MO4hiiayz3w_9__e89a45de,it's not bad you know what because it's our culture it's our culture you have to,not a bad word because it's our culture our culture is our,not:rep a:ins bad:ok word:ins because:rep it's:rep our:rep culture:rep our:ok culture:ok is:ins our:ok,56.2,66.7,50.0,66.7,57.1,"have, know"
NGCTGBsuEg4_20__f35e3151_00_000000_000195,NGCTGBsuEg4_20__f35e3151,vi we said was zero so that goes away so vf is f delta t,,,100.0,100.0,0.0,100.0,0.0,"delta, f, t, zero"
OxenfkPpJPY_0__0f9d64b8_00_000000_000221,OxenfkPpJPY_0__0f9d64b8,if police reasonably believe that you have information that could assist them with the investigation of a serious offence then you have to give them your name and address,police reasonably believe that you have information that could assist them with the investigation of a serious offence then you have to give them your name and address,police:rep reasonably:rep believe:rep that:rep you:rep have:rep information:rep that:rep could:rep assist:rep them:rep with:rep the:rep investigation:rep of:rep a:rep serious:rep offence:rep then:rep you:rep have:rep to:rep give:rep them:rep your:rep name:rep and:rep address:rep,3.4,2.3,100.0,100.0,100.0,
PSJRmPfOGYQ_13__b2afc3d9_00_000000_000122,PSJRmPfOGYQ_13__b2afc3d9,i see twitter feeds all over the place right i see them in news stories i see them in,,,100.0,100.0,0.0,100.0,0.0,"all, feeds, news, place, see, stories, twitter"
QvDw6m2kA6Q_0__a756b252_00_000000_000129,QvDw6m2kA6Q_0__a756b252,there are two types of teeth the first type is the anus,those two times i've seen the first time is in kenya,those:ins two:rep times:ins i've:ins seen:ins the:rep first:rep time:ins is:rep in:ins kenya:ins,66.7,61.9,100.0,50.0,66.7,
QzYx9bYHxKo_3__373a7e56_00_000000_000091,QzYx9bYHxKo_3__373a7e56,this book ain't just narrated by one fool tellin us what's up with the dun,,,100.0,100.0,0.0,100.0,0.0,"one, tellin, us"
RsPPOL9XhcM_14__da966181_00_000000_000321,RsPPOL9XhcM_14__da966181,goes on to say frank sachs lead author on the report said he has no idea why people think coconut oil is healthy it's almost 100 fat he says,,,100.0,100.0,0.0,100.0,0.0,100
S0ID6pdAvvY_7__e2281119_00_000000_000214,S0ID6pdAvvY_7__e2281119,with how to reverse it okay what are the handful of things i'm gonna show you some things that might help you here in just a minute,,,100.0,100.0,0.0,100.0,0.0,"a, just, minute"
S8aXVz799Dc_7__0af934d2_00_000000_000204,S8aXVz799Dc_7__0af934d2,another useful expression i'm afraid there's been a mistake or i'm afraid there's been a mistake,,,100.0,100.0,0.0,100.0,0.0,"'s, afraid, expression, mistake, useful"
SQONLdb1gow_3__82d6e002_00_000000_000088,SQONLdb1gow_3__82d6e002,in the case of exercise it's not just a matter of working or not working,days of exercise is not just a matter of working or not working,days:ins of:rep exercise:rep is:ins not:rep just:rep a:rep matter:rep of:rep working:rep or:rep not:rep working:rep,26.7,27.3,80.0,80.0,80.0,case
SmTednDfdxA_8__7fc8688e_00_000000_000090,SmTednDfdxA_8__7fc8688e,and so what are the arguments that the individual mandate,and so what are the arguments that the individual may take,and:ok so:ok what:ok are:ok the:ok arguments:ok that:ok the:ok individual:ok may:ins take:ins,20.0,14.3,75.0,75.0,75.0,mandate
TgdqxHIF-Ec_1__b8b5e460_00_000000_000108,TgdqxHIF-Ec_1__b8b5e460,but i have to understand in my head what that looks like in 3d as i'm drawing it,,,100.0,100.0,0.0,100.0,0.0,"3d, drawing, have, head, looks, understand"
TuUiNhbMzjY_8__8b4a8fec_00_000000_000091,TuUiNhbMzjY_8__8b4a8fec,one really nice thing about this is,what a brilliant idea this is,what:ins a:ins brilliant:ins idea:ins this:rep is:rep,71.4,84.6,0.0,100.0,0.0,one
VI-3EHJ-2pI_1__e8f492eb_00_000000_000090,VI-3EHJ-2pI_1__e8f492eb,do is either sit or stand the baby up on a chair,either standing or sitting the baby up on a chair,either:rep standing:ins or:rep sitting:ins the:rep baby:rep up:rep on:rep a:rep chair:rep,33.3,37.5,50.0,50.0,50.0,"sit, stand"
VMWNq9cCXU4_12__451829a4_00_000000_000185,VMWNq9cCXU4_12__451829a4,cartoon characters the blue and the red those things change all the time on influenza which is why we have to re evaluate,,,100.0,100.0,0.0,100.0,0.0,"blue, cartoon, change, characters, evaluate, have, influenza, red, things, time"
VxZ2o9MPtFA_24__390f4eae_00_000000_000278,VxZ2o9MPtFA_24__390f4eae,what we call business development training in other words they taught me how to sell they taught me a little bit about the product,what are business development training in other words that taught me how to sell they taught me a little bit about how to about the product,what:ok are:ins business:rep development:rep training:rep in:rep other:rep words:rep that:ins taught:rep me:rep how:rep to:rep sell:rep they:rep taught:rep me:rep a:rep little:rep bit:rep about:rep how:rep to:rep about:rep the:rep product:rep,25.0,27.8,90.9,100.0,95.2,call
WNDj1BAKi0A_0__49b21410_00_000000_000194,WNDj1BAKi0A_0__49b21410,we will give up some of our individual choice for the sake of the community decision,will give up some of our individual choices for the sake of the community and,will:rep give:rep up:rep some:rep of:rep our:rep individual:rep choices:ins for:rep the:rep sake:rep of:rep the:rep community:rep and:ins,18.8,22.7,66.7,80.0,72.7,"choice, decision"
WRtKKFMhJVM_4__91456207_00_000000_000355,WRtKKFMhJVM_4__91456207,would give you are the 16 but the lines are straight so either lens correction was used or it's just really freaking straight or cropped or whatever but it looks great with the stands the crowd the lights look awesome,,,100.0,100.0,0.0,100.0,0.0,16
WyPi-INqRjc_7__cf000cbf_00_000000_000357,WyPi-INqRjc_7__cf000cbf,the concepts will be explained from two perspectives using real life experiences reflecting my living in mexico as well as visits to other spanish and french speaking countries,to explain from two perspectives using great life experiences reflecting my living in mexico as well as visits to other spanish and french speaking countries,to:rep explain:ins from:rep two:rep perspectives:rep using:rep great:ins life:rep experiences:rep reflecting:rep my:rep living:rep in:rep mexico:rep as:rep well:rep as:rep visits:rep to:rep other:rep spanish:rep and:rep french:rep speaking:rep countries:rep,21.4,16.4,100.0,100.0,100.0,
ZcCviyMNsPo_9__78596d0d_00_000000_000141,ZcCviyMNsPo_9__78596d0d,but it's mostly cardiac muscle and as i said before that's the pump component of the heart,is mostly not yet muscle and as i said before that's the pump but part of the heat,is:ins mostly:rep not:ins yet:ins muscle:ok and:ok as:ok i:ok said:ok before:ok that's:ok the:ok pump:ok but:rep part:ins of:rep the:rep heat:ins,41.2,42.3,57.1,57.1,57.1,"cardiac, component, heart"
aGULUaABMlc_0__59576e05_00_000000_000114,aGULUaABMlc_0__59576e05,i felt like we could do this i felt like this is something we can overcome,like we could do this and i felt like this is something we had to overcome,like:rep we:rep could:rep do:rep this:rep and:ins i:rep felt:rep like:rep this:rep is:rep something:rep we:rep had:ins to:ins overcome:ok,31.2,30.0,100.0,75.0,85.7,
ajEHR2Ajycw_14__39f3ce5a_00_000000_000106,ajEHR2Ajycw_14__39f3ce5a,mode or single player mode by the way this is also a,mode single player mode by any way this is also,mode:ok single:rep player:rep mode:rep by:rep any:ins way:rep this:rep is:rep also:rep,25.0,16.7,100.0,100.0,100.0,
b1-EWr3WQhI_0__324a9544_00_000000_000075,b1-EWr3WQhI_0__324a9544,and how we should be and how we have to,,,100.0,100.0,0.0,100.0,0.0,have
bLjyV24KpeY_0__d0de0f63_00_000000_000110,bLjyV24KpeY_0__d0de0f63,what they are is 3d goggles they have two independent screens they're like 850 by,3 years old like that,3:ins years:ins old:ins like:rep that:ins,93.3,96.3,0.0,0.0,0.0,"850, two"
bR80JEaW4LY_0__51c8b7c5_00_000000_000074,bR80JEaW4LY_0__51c8b7c5,before jumping into my scheme let me just tell you that for jeevan anand,,,100.0,100.0,0.0,100.0,0.0,"anand, jeevan"
eLS1vcpGVHQ_12__e9dd9adc_00_000000_000090,eLS1vcpGVHQ_12__e9dd9adc,i surrendered good quite i surrendered to the low security,years ago when i,years:ins ago:ins when:ins i:rep,90.0,131.2,0.0,0.0,0.0,"good, low, quite, security, surrendered"
gD8IlVJFk04_9__4f672fc5_00_000000_000150,gD8IlVJFk04_9__4f672fc5,connection within the cable to check that you've got continuity between both ends now of course on this length of,connection within the cable to chat that you've got continuously between both hands now of course on this length of,connection:ok within:ok the:ok cable:ok to:ok chat:ins that:ok you've:ok got:ok continuously:ins between:ok both:ok hands:ins now:ok of:ok course:ok on:ok this:ok length:ok of:ok,15.0,26.7,66.7,66.7,66.7,"check, continuity, ends"
h6yzdL1tN9U_9__16b0e01c_00_000000_000154,h6yzdL1tN9U_9__16b0e01c,readers out there because they're everywhere and remember you want to network,when i was a little girl i always wanted to be a princess,when:ins i:ins was:ins a:ins little:ins girl:ins i:ins always:ins wanted:ins to:rep be:ins a:ins princess:ins,108.3,95.0,0.0,0.0,0.0,"everywhere, network, out, readers, remember, there, want"
iJxvSh6PbTc_4__12c45eac_00_000000_000193,iJxvSh6PbTc_4__12c45eac,area have been showing zygites addendum and even zygites to their class and discussing it,,,100.0,100.0,0.0,100.0,0.0,"addendum, area, class, discussing, even, showing, zygites"
iRtsRJhrD5Y_8__dd680175_00_000000_000233,iRtsRJhrD5Y_8__dd680175,i looked and i saw i was wrong i was lied to just as everyone else,learned and i just thought i was wrong i was lied to just like everyone else but,learned:ins and:rep i:rep just:rep thought:ins i:ok was:ok wrong:ok i:ok was:ok lied:ok to:ok just:ok like:ins everyone:ok else:ok but:ins,37.5,36.4,66.7,66.7,66.7,"looked, saw"
jLBAUGvLuq8_0__fdcd8f16_00_000000_000183,jLBAUGvLuq8_0__fdcd8f16,look at this here's two dollars and a self addressed stamped envelope first things first the bender,,,100.0,100.0,0.0,100.0,0.0,"dollars, two"
kml5T4asOwQ_0__4192b704_00_000000_000106,kml5T4asOwQ_0__4192b704,and just scrolling down they have an option right here for fighting flights and more you can just turn,just google it down they have an app for that for finding flights and more you can just do,just:rep google:ins it:ins down:ok they:ok have:ok an:ok app:ins for:rep that:ins for:ok finding:ins flights:ok and:ok more:ok you:ok can:ok just:ok do:ins,42.1,43.3,40.0,50.0,44.4,"fighting, here, option, right, scrolling, turn"
ktMebjnZiSE_3__ebdf1351_00_000000_000359,ktMebjnZiSE_3__ebdf1351 - Part 1,said that they realize now that consumers want a bigger smartphone when in the past they said that apple's not going to do a bigger smartphone well now it looks like they are so if those rumors are correct and apple actually is going to make two different sized versions of the iphone,,,100.0,100.0,0.0,100.0,0.0,"apple, two"
ktMebjnZiSE_3__ebdf1351_01_000299_000404,ktMebjnZiSE_3__ebdf1351 - Part 2,is going to make two different sized versions of the iphone 6 either remember to resolution,i underwent two different types of surgeries off the eye for this,i:ins underwent:ins two:rep different:rep types:ins of:rep surgeries:ins off:ins the:rep eye:ins for:ins this:ins,81.2,86.7,50.0,100.0,66.7,6
l2Pykr8Fgw4_0__b212be6c_00_000000_000118,l2Pykr8Fgw4_0__b212be6c,that the material we're using has the right rate and level of absorption,material you were using has the right weight and everything,material:rep you:ins were:ins using:rep has:rep the:rep right:rep weight:ins and:rep everything:ins,61.5,52.4,57.1,80.0,66.7,"absorption, level, rate"
lOuEis9L8os_1__e563fbd2_00_000000_000344,lOuEis9L8os_1__e563fbd2,her brother and they're kinda half brothers and sisters and his dad didn't do anything about it and so absalom wants to avenge tamar's rape and maybe among other things,,,100.0,100.0,0.0,100.0,0.0,"absalom, tamar"
lSogkLa9OaA_11__82e9c9c2_00_000000_000101,lSogkLa9OaA_11__82e9c9c2,we're angry we're happy we're sad we're mad we're delightful we're joyous,angry we are happy we are sad we are mad we are in love and we are joyous,angry:rep we:ins are:ins happy:ok we:ins are:ins sad:rep we:ins are:ins mad:rep we:ins are:ins in:ins love:ins and:ins we:ins are:ins joyous:rep,116.7,37.5,83.3,83.3,83.3,delightful
loMWvXEVDaI_0__0be15686_00_000000_000168,loMWvXEVDaI_0__0be15686,it includes almost everything we saw in the dslr kit but adds a couple of items for run and gun style booming,lose almost everything we saw in the decade long learning but as a couple of items were running and style booming,lose:ins almost:rep everything:rep we:rep saw:rep in:rep the:rep decade:ins long:ins learning:ins but:ok as:ins a:ok couple:ok of:ok items:ok were:ins running:ins and:ok style:rep booming:rep,40.9,41.2,50.0,50.0,50.0,"adds, dslr, gun, includes, kit, run"
loebelfG9T4_10__76adce28_00_000000_000180,loebelfG9T4_10__76adce28 - Part 1,make yourself at home make yourself at home si ntase como en casa so repeat,,,100.0,100.0,0.0,100.0,0.0,"casa, como, en, ntase, si"
loebelfG9T4_10__76adce28_01_000150_000212,loebelfG9T4_10__76adce28 - Part 2,so repeat make yourself at home,so repeat make yourself at home,so:ok repeat:ok make:ok yourself:ok at:ok home:ok,0.0,0.0,100.0,100.0,100.0,
ly6KVdbhT7w_0__896e0d2a_00_000000_000140,ly6KVdbhT7w_0__896e0d2a,phone where it actually works i think it's a problem with this phone i honestly don't know,where it actually works i think it's appropriate to throw caution to the wind,where:rep it:rep actually:rep works:rep i:rep think:rep it's:rep appropriate:ins to:ins throw:ins caution:ins to:ins the:ins wind:ins,58.8,66.7,42.9,42.9,42.9,"honestly, know, phone, problem"
msf0MSoEric_0__bda0c153_00_000000_000140,msf0MSoEric_0__bda0c153,i think it was about four or five days ago they said they're going to get rid of their dly,i think it was about four or five days ago they said they're going to get rid of their yearly now,i:ok think:ok it:ok was:ok about:ok four:ok or:ok five:ok days:ok ago:ok they:ok said:ok they're:ok going:ok to:ok get:ok rid:ok of:ok their:ok yearly:ins now:ins,10.0,11.4,100.0,66.7,80.0,
n7sVkiRL-14_0__5f0017b2_00_000000_000091,n7sVkiRL-14_0__5f0017b2,fingerprint scanner they put in the home button of the newly redesigned,,,100.0,100.0,0.0,100.0,0.0,"button, fingerprint, home, newly, put, redesigned, scanner"
nTxcgczNaQQ_11__abf12e2f_00_000000_000096,nTxcgczNaQQ_11__abf12e2f,finally we beg for traveling mercies as we return home to,we pay for traveling merchants as we reach their homes,we:rep pay:ins for:rep traveling:rep merchants:ins as:rep we:rep reach:ins their:ins homes:ins,54.5,64.7,16.7,20.0,18.2,"beg, finally, home, mercies, return"
oNqGdEQMb-M_0__63f6518b_00_000000_000347,oNqGdEQMb-M_0__63f6518b,from people's stem cells that they would not reject over time and we were very near to a cure for things like aids,from people's stem cells that they would not reject over time and we were very eager to cure for things like aids why is it,from:ok people's:ok stem:ok cells:ok that:ok they:ok would:ok not:ok reject:ok over:ok time:ok and:ok we:ok were:ok very:ok eager:ins to:ok cure:rep for:rep things:rep like:rep aids:rep why:ins is:ins it:ins,21.7,35.3,90.0,90.0,90.0,near
oQAEDKVgeIw_3__4de2a6e4_00_000000_000242,oQAEDKVgeIw_3__4de2a6e4,something that ken talks about specifically something i wanted to bring up when we were talking about vipassana and something that i wanted to you know,,,100.0,100.0,0.0,100.0,0.0,"ken, vipassana"
oQEVi0gxmoE_16__3949b7ce_00_000000_000209,oQEVi0gxmoE_16__3949b7ce,dollars of damages americans want football they love football they want to go protest on their own time no one cares,,,100.0,100.0,0.0,100.0,0.0,americans
pOeJSxbFyto_7__ede5f642_00_000000_000360,pOeJSxbFyto_7__ede5f642 - Part 1,fully hooked in localhost now shows and i only have one site available if this were a real website i obviously would not be seeing localhosts i'd be seeing the url much like we see right here but you get the idea,,,100.0,100.0,0.0,100.0,0.0,one
pOeJSxbFyto_7__ede5f642_01_000300_000364,pOeJSxbFyto_7__ede5f642 - Part 2,get the idea,life and i,life:ins and:ins i:ins,100.0,100.0,0.0,0.0,0.0,"get, idea"
qHImZGBRto8_5__fa62c87d_00_000000_000166,qHImZGBRto8_5__fa62c87d,point being is if we had like if my k 52s started doing that i there's something's wrong it's going back to,,,100.0,100.0,0.0,100.0,0.0,"'s, 52s, back, being, doing, going, had, k, point, started, wrong"
qMH2BDkT7Gg_0__d77b1054_00_000000_000204,qMH2BDkT7Gg_0__d77b1054,the comments or not all the links will be in the description for the channels and then you could check for the songs if they publish it this,,,100.0,100.0,0.0,100.0,0.0,"channels, check, comments, description, links, publish, songs, then"
sX3tgFjdSR8_0__6de380c7_00_000000_000118,sX3tgFjdSR8_0__6de380c7,you guys send in some really good stories so we are about to read them,,,100.0,100.0,0.0,100.0,0.0,"about, good, guys, in, read, really, send, stories"
