utt_id,display_name,ref,hyp,hyp_tagged,wer_%,wwer_%,nea_recall_%,nea_precision_%,nea_f1_%,missed_entities
8HA9Q9Ityfg_0__7a8ea09b_00_000000_000073,8HA9Q9Ityfg_0__7a8ea09b,own rail system for a few bucks,we've had a system for few years now,we've:ins had:ins a:rep system:rep for:rep few:ok years:ins now:ins,85.7,58.3,40.0,40.0,40.0,"bucks, own, rail"
8fk-CwhmumA_18__17792c60_00_000000_000129,8fk-CwhmumA_18__17792c60,as our routing and switching workbooks so that's why it's taking so long,and i'm glad to see that the u s is now taking action on this issue because it was a disaster what,and:rep i'm:ins glad:ins to:ins see:ins that:ins the:ins u:ins s:ins is:ins now:ins taking:rep action:ins on:ins this:ins issue:ins because:ins it:ins was:ins a:ins disaster:ins what:ins,161.5,85.7,16.7,10.0,12.5,"long, routing, so, switching, workbooks"
8wCA1Phnc-I_0__20258a80_00_000000_000291,8wCA1Phnc-I_0__20258a80,to have at least 10 of the active ingredient protodiocin which is one of the steroidal glycosides that is in tribulus,at least 10 percent of the active ingredients in which this one is sold throughout united states that contains a substance called triblidiol,at:rep least:rep 10:rep percent:ins of:rep the:rep active:rep ingredients:ins in:rep which:rep this:ins one:rep is:rep sold:ins throughout:ins united:ins states:ins that:ok contains:ins a:ins substance:ins called:ins triblidiol:ins,76.2,75.0,50.0,16.7,25.0,one
91tFHYm9qso_7__03173d80_00_000000_000146,91tFHYm9qso_7__03173d80,so we started looking at the structure of coping and the structure of emotion and started really looking at,we started looking at the structure of hope and the structure emotion i started really looking,we:rep started:rep looking:rep at:rep the:rep structure:rep of:rep hope:ins and:rep the:rep structure:rep emotion:rep i:ins started:rep really:rep looking:rep,26.3,24.1,71.4,83.3,76.9,"coping, so"
9KACXV-cW-4_0__724f88a1_00_000000_000072,9KACXV-cW-4_0__724f88a1,now those predictions i think,of first beliefs and the same goes,of:ins first:ins beliefs:ins and:ins the:ins same:ins goes:ins,140.0,100.0,0.0,0.0,0.0,"now, predictions, think"
9otzlTbuNO0_7__3db3b926_00_000000_000262,9otzlTbuNO0_7__3db3b926,it will catalog what i'm doing here for delayed pressure urticaria today's appointment,i will catalog what i'm doing for delaying breast cancer here is the lay of the land so to speak,i:ins will:ok catalog:ok what:ok i'm:ok doing:ok for:rep delaying:ins breast:ins cancer:ins here:rep is:ins the:ins lay:ins of:ins the:ins land:ins so:ins to:ins speak:ins,107.7,100.0,0.0,100.0,0.0,"today, urticaria"
9wJY59NWNz8_16__33190f6c_00_000000_000220,9wJY59NWNz8_16__33190f6c,we all live in our yellow submarine,we want to live in our own private,we:ok want:ins to:ins live:rep in:rep our:rep own:ins private:ins,57.1,50.0,33.3,25.0,28.6,"submarine, yellow"
AZTouP7hMjw_0__1479eaae_00_000000_000136,AZTouP7hMjw_0__1479eaae,some limonene hash oil some d limonene hash oil,being an actress but i'm going to be an actor,being:ins an:ins actress:ins but:ins i'm:ins going:ins to:ins be:ins an:ins actor:ins,111.1,100.0,0.0,100.0,0.0,d
BVynmQr3cf8_0__0166130c_00_000000_000169,BVynmQr3cf8_0__0166130c,so i have two and a half of these size cups which is probably like the equivalent of,i have two and a half of these nice cups which is probably like the equivalent of,i:rep have:rep two:rep and:rep a:rep half:rep of:rep these:rep nice:ins cups:rep which:rep is:rep probably:rep like:rep the:rep equivalent:rep of:rep,11.1,11.1,100.0,100.0,100.0,
Cc85FcXkFBs_0__54a4c098_00_000000_000269,Cc85FcXkFBs_0__54a4c098,the pacific the new flagship model won't be a high powered beast if you're looking for 20 nanometer manufacturing and high bandwidth memory then the tonga isn't for you,civic the new flash chip might won't be a high powered piece if you are looking for 20 nanometer manufacturing and a hybrid with memory then the target isn't for you,civic:ins the:rep new:rep flash:ins chip:ins might:ins won't:ok be:ok a:ok high:ok powered:ok piece:ins if:ok you:rep are:ins looking:rep for:rep 20:rep nanometer:rep manufacturing:rep and:rep a:rep hybrid:ins with:ins memory:rep then:rep the:rep target:ins isn't:rep for:rep you:rep,41.4,42.3,50.0,100.0,66.7,pacific
Cp1eBaFIRFw_1__e302e4f7_00_000000_000213,Cp1eBaFIRFw_1__e302e4f7,you could be using that way in here so that's basically my recipe i'm going to show you what we're going to do now,all about owning that way here so basically i want to be able to show you what it is like to have,all:ins about:ins owning:ins that:rep way:rep here:rep so:rep basically:rep i:ins want:ins to:rep be:rep able:ins to:rep show:rep you:rep what:rep it:ins is:ins like:ins to:rep have:ins,66.7,59.0,45.5,50.0,47.6,"do, going, in, now, recipe, using"
DBhaa45mAro_2__07d05c7a_00_000000_000359,DBhaa45mAro_2__07d05c7a - Part 1,hey it's me just doing the eush keeping up with what's going on in school so here's the latest taylor and rob over brittany over dennis and julia totes over,hi it's me jessica dutoit who is keeping up with way too many words so i have to go get a latte and grab some yogurt over there runny oatmeal yoghurt,hi:ins it's:ok me:ok jessica:ins dutoit:ins who:ins is:ins keeping:ok up:ok with:ok way:ins too:ins many:ins words:ins so:rep i:ins have:ins to:ins go:ins get:ins a:ins latte:ins and:rep grab:ins some:ins yogurt:ins over:rep there:ins runny:ins oatmeal:ins yoghurt:ins,83.3,83.3,0.0,0.0,0.0,"dennis, julia, taylor"
DBhaa45mAro_2__07d05c7a_01_000299_000408,DBhaa45mAro_2__07d05c7a - Part 2,and julia totes over well thank god,julia child knew overripe tomatoes,julia:rep child:ins knew:ins overripe:ins tomatoes:ins,85.7,75.0,50.0,50.0,50.0,god
DUJbZV6oIds_0__55300c6c_00_000000_000287,DUJbZV6oIds_0__55300c6c - Part 1,second thing is a circular polarizer great for obviously exterior shooting but also good for getting rid of reflections sometimes in windows and things like that,second is i stood to the polorizer great for obviously a hate shooting but also good for getting rid of reflections sometimes in windows and things like glass,second:ok is:rep i:ins stood:ins to:ins the:ins polorizer:ins great:rep for:rep obviously:rep a:rep hate:ins shooting:rep but:rep also:rep good:rep for:rep getting:rep rid:rep of:rep reflections:rep sometimes:rep in:rep windows:rep and:rep things:rep like:rep glass:ins,34.6,24.4,73.3,73.3,73.3,"circular, exterior, polarizer, thing"
DUJbZV6oIds_0__55300c6c_01_000239_000298,DUJbZV6oIds_0__55300c6c - Part 2,in windows and things like that,in a window instead of having to,in:ok a:ins window:ins instead:ins of:ins having:ins to:ins,100.0,87.5,0.0,0.0,0.0,"things, windows"
DYZKgzvPexU_0__ad4114ab_00_000000_000073,DYZKgzvPexU_0__ad4114ab,hey how's it going youtube i'm 5'6 and i'm here to,and it's the clearest that i have ever seen in my,and:rep it's:ins the:ins clearest:ins that:ins i:ins have:ins ever:ins seen:ins in:ins my:ins,100.0,95.0,0.0,100.0,0.0,5'6
ECIwBVJ8cZQ_2__12e63349_00_000000_000122,ECIwBVJ8cZQ_2__12e63349,will not have enough food for a healthy life,we learned to have enough food for a healthy life,we:ins learned:ins to:ins have:rep enough:rep food:rep for:rep a:rep healthy:rep life:rep,33.3,14.3,100.0,83.3,90.9,
EG9HNZm6qSs_1__6a00dc91_00_000000_000101,EG9HNZm6qSs_1__6a00dc91,what you mean this the lapel mic i don't understand what's distracting about it,what do you mean this is the libelous i don't understand what she's ranting about it,what:ok do:ins you:rep mean:rep this:rep is:ins the:rep libelous:ins i:rep don't:rep understand:rep what:rep she's:ins ranting:ins about:rep it:rep,50.0,61.9,40.0,50.0,44.4,"distracting, lapel, mic"
F-2k62XeAvM_20__9237e7c5_00_000000_000191,F-2k62XeAvM_20__9237e7c5,but when we first started this series i wondered if we'd actually get through it you know all great ideas,when we first started this series i wondered if we actually could get through it you know all great ideas,when:rep we:rep first:rep started:rep this:rep series:rep i:rep wondered:rep if:rep we:rep actually:rep could:ins get:ok through:ok it:ok you:ok know:ok all:ok great:ok ideas:ok,15.0,13.3,100.0,100.0,100.0,
FD9U2sgqJe8_16__9d9045c8_00_000000_000264,FD9U2sgqJe8_16__9d9045c8,i'm not sure if you're aware of it but yes there has been a class action suit filed against apple for that very thing and yes technically speaking it wasn't a wine it was a beer,i'm not sure if you aware of it but yes there has been a class action suit filed against apple for that very thing and guess what now technically speaking wasn't sony it was apple,i'm:ok not:ok sure:ok if:ok you:ins aware:ok of:ok it:ok but:ok yes:ok there:ok has:ok been:ok a:ok class:ok action:ok suit:ok filed:ok against:ok apple:ok for:ok that:ok very:ok thing:ok and:ok guess:ins what:ins now:ins technically:rep speaking:rep wasn't:rep sony:ins it:ok was:ok apple:rep,25.0,32.7,84.6,78.6,81.5,"beer, wine"
GwBfUzPCiaw_0__4d2b0fdb_00_000000_000164,GwBfUzPCiaw_0__4d2b0fdb,where is the car wo ist das auto,where is the car fullest dusts outdoors,where:ok is:ok the:ok car:ok fullest:ins dusts:ins outdoors:ins,50.0,64.3,0.0,100.0,0.0,das
HhkhkWkzNP4_7__2527cbb1_00_000000_000256,HhkhkWkzNP4_7__2527cbb1,we're excited about several innovations that will deliver increased nutritional benefits of the food that we eat as well and also that will help ensure,commandant of the naval innovations center we were there for increased nutritional benefit and future well being in israel also they will help us to learn,commandant:ins of:rep the:rep naval:ins innovations:ok center:ins we:rep were:ins there:ins for:ins increased:rep nutritional:rep benefit:ins and:rep future:ins well:rep being:ins in:ins israel:ins also:rep they:ins will:rep help:rep us:ins to:ins learn:ins,92.0,100.0,42.9,42.9,42.9,"as, benefits, deliver, eat, ensure, excited, food, several"
IQT8XQ9ODcY_11__d07f81fa_00_000000_000105,IQT8XQ9ODcY_11__d07f81fa,so you can update the spreadsheet from autocad,who are going to uptake especially from all the other guys,who:ins are:ins going:ins to:ins uptake:ins especially:ins from:ok all:ins the:rep other:ins guys:ins,125.0,91.7,0.0,0.0,0.0,"autocad, so, spreadsheet, update"
JJRxStrOiBI_7__24d99a07_00_000000_000151,JJRxStrOiBI_7__24d99a07,for that you will use preter because that's what happened what people did,for that you will lose what is as good or worse than all the things i've lost,for:ok that:ok you:ok will:ok lose:ins what:rep is:ins as:ins good:ins or:ins worse:ins than:ins all:ins the:ins things:ins i've:ins lost:ins,100.0,73.7,0.0,0.0,0.0,"did, happened, people, preter, use"
K0h33Ps7vz4_11__e66d3063_00_000000_000103,K0h33Ps7vz4_11__e66d3063,to this wave of artificial intelligence that is slowly taking place,to this wave of artificial intelligence that is slowly taking place,to:ok this:ok wave:ok of:ok artificial:ok intelligence:ok that:ok is:ok slowly:ok taking:ok place:ok,0.0,0.0,100.0,100.0,100.0,
LGcjzM3BX-s_3__cc3e230e_00_000000_000154,LGcjzM3BX-s_3__cc3e230e,they do however on again they do however hold the festival,they know how ever god is and they know whoever he's not,they:ok know:ins how:ins ever:ins god:ins is:ins and:ins they:rep know:ins whoever:ins he's:ins not:ins,100.0,88.9,0.0,0.0,0.0,"again, do, festival, hold, however, on"
MO4hiiayz3w_9__e89a45de_00_000000_000139,MO4hiiayz3w_9__e89a45de,it's not bad you know what because it's our culture it's our culture you have to,not bad or wrong because it's our culture and we,not:rep bad:rep or:ins wrong:ins because:rep it's:rep our:rep culture:rep and:ins we:ins,62.5,70.8,50.0,66.7,57.1,"have, know"
NGCTGBsuEg4_20__f35e3151_00_000000_000195,NGCTGBsuEg4_20__f35e3151,vi we said was zero so that goes away so vf is f delta t,v i would say we're zero so that goes away so vi have the lead staff to tell you what,v:ins i:ins would:ins say:ins we're:ins zero:rep so:rep that:rep goes:rep away:rep so:rep vi:rep have:ins the:ins lead:ins staff:ins to:ins tell:ins you:ins what:ins,93.3,62.5,25.0,100.0,40.0,"delta, f, t"
OxenfkPpJPY_0__0f9d64b8_00_000000_000221,OxenfkPpJPY_0__0f9d64b8,if police reasonably believe that you have information that could assist them with the investigation of a serious offence then you have to give them your name and address,police reasonably believe that you have information they could assist them with the investigation of a serious offence then you have to give them your name and address,police:rep reasonably:rep believe:rep that:rep you:rep have:rep information:rep they:ins could:rep assist:rep them:rep with:rep the:rep investigation:rep of:rep a:rep serious:rep offence:rep then:rep you:rep have:rep to:rep give:rep them:rep your:rep name:rep and:rep address:rep,6.9,4.7,100.0,100.0,100.0,
PSJRmPfOGYQ_13__b2afc3d9_00_000000_000122,PSJRmPfOGYQ_13__b2afc3d9,i see twitter feeds all over the place right i see them in news stories i see them in,see quinns fins all over the place i can see him close to shore i can sea him and,see:rep quinns:ins fins:ins all:rep over:rep the:rep place:rep i:rep can:ins see:rep him:ins close:ins to:ins shore:ins i:rep can:ins sea:ins him:ins and:ins,68.4,64.3,42.9,37.5,40.0,"feeds, news, stories, twitter"
QvDw6m2kA6Q_0__a756b252_00_000000_000129,QvDw6m2kA6Q_0__a756b252,there are two types of teeth the first type is the anus,those two times i've seen the first time is in kenya,those:ins two:rep times:ins i've:ins seen:ins the:rep first:rep time:ins is:rep in:ins kenya:ins,66.7,61.9,100.0,50.0,66.7,
QzYx9bYHxKo_3__373a7e56_00_000000_000091,QzYx9bYHxKo_3__373a7e56,this book ain't just narrated by one fool tellin us what's up with the dun,speak as the king wrote about what fools this is why i switched up with it,speak:ins as:ins the:rep king:ins wrote:ins about:ins what:ins fools:ins this:rep is:ins why:ins i:ins switched:ins up:rep with:rep it:ins,100.0,137.5,0.0,100.0,0.0,"one, tellin, us"
RsPPOL9XhcM_14__da966181_00_000000_000321,RsPPOL9XhcM_14__da966181,goes on to say frank sachs lead author on the report said he has no idea why people think coconut oil is healthy it's almost 100 fat he says,goes on to say france as the lead author in the report said he has no idea why people think going north is south it's almost 100 fat kills us,goes:ok on:ok to:ok say:ok france:ins as:ins the:rep lead:rep author:rep in:ins the:rep report:rep said:rep he:rep has:rep no:rep idea:rep why:rep people:rep think:rep going:ins north:ins is:rep south:ins it's:rep almost:rep 100:rep fat:rep kills:ins us:ins,31.0,31.4,100.0,50.0,66.7,
S0ID6pdAvvY_7__e2281119_00_000000_000214,S0ID6pdAvvY_7__e2281119,with how to reverse it okay what are the handful of things i'm gonna show you some things that might help you here in just a minute,i'm just reversing like what is the handful of things that you know show us some things about my belly button or something but then,i'm:rep just:rep reversing:ins like:ins what:rep is:ins the:rep handful:rep of:rep things:rep that:rep you:rep know:ins show:rep us:ins some:rep things:rep about:ins my:ins belly:ins button:ins or:ins something:ins but:ins then:ins,74.1,73.9,0.0,100.0,0.0,"a, just, minute"
S8aXVz799Dc_7__0af934d2_00_000000_000204,S8aXVz799Dc_7__0af934d2,another useful expression i'm afraid there's been a mistake or i'm afraid there's been a mistake,another useful expression i'm afraid there is a big comma stuck or i' m afraid there s,another:ok useful:ok expression:ok i'm:ok afraid:ok there:ins is:ins a:ok big:ins comma:ins stuck:ins or:rep i:ins m:ins afraid:rep there:ins s:ins,68.8,50.0,60.0,30.0,40.0,"'s, mistake"
SQONLdb1gow_3__82d6e002_00_000000_000088,SQONLdb1gow_3__82d6e002,in the case of exercise it's not just a matter of working or not working,days of exercise is not just a matter of working or not,days:ins of:rep exercise:rep is:ins not:rep just:rep a:rep matter:rep of:rep working:rep or:rep not:rep,33.3,36.4,80.0,80.0,80.0,case
SmTednDfdxA_8__7fc8688e_00_000000_000090,SmTednDfdxA_8__7fc8688e,and so what are the arguments that the individual mandate,and so what are the arguments that an individual might take,and:ok so:ok what:ok are:ok the:ok arguments:ok that:ok an:ins individual:ok might:ins take:ins,30.0,21.4,75.0,75.0,75.0,mandate
TgdqxHIF-Ec_1__b8b5e460_00_000000_000108,TgdqxHIF-Ec_1__b8b5e460,but i have to understand in my head what that looks like in 3d as i'm drawing it,but i feel like this side of my head what that looks like in the real world as i'm drawing,but:ok i:ok feel:ins like:rep this:ins side:ins of:ins my:rep head:rep what:rep that:rep looks:rep like:rep in:rep the:ins real:ins world:ins as:rep i'm:rep drawing:rep,50.0,44.0,50.0,42.9,46.2,"3d, have, understand"
TuUiNhbMzjY_8__8b4a8fec_00_000000_000091,TuUiNhbMzjY_8__8b4a8fec,one really nice thing about this is,what a brilliant idea about this is,what:ins a:ins brilliant:ins idea:ins about:ok this:ok is:ok,57.1,76.9,0.0,100.0,0.0,one
VI-3EHJ-2pI_1__e8f492eb_00_000000_000090,VI-3EHJ-2pI_1__e8f492eb,do is either sit or stand the baby up on a chair,was either sitting or standing the baby up on a chair,was:ins either:rep sitting:ins or:rep standing:ins the:rep baby:rep up:rep on:rep a:rep chair:rep,33.3,37.5,50.0,50.0,50.0,"sit, stand"
VMWNq9cCXU4_12__451829a4_00_000000_000185,VMWNq9cCXU4_12__451829a4,cartoon characters the blue and the red those things change all the time on influenza which is why we have to re evaluate,are too slow and cumbersome the way those things change all the time on influence which is why we have to reach,are:ins too:ins slow:ins and:rep cumbersome:ins the:ok way:ins those:ok things:ok change:ok all:ok the:ok time:ok on:ok influence:ins which:ok is:ok why:ok we:ok have:ok to:ok reach:ins,39.1,45.5,40.0,40.0,40.0,"blue, cartoon, characters, evaluate, influenza, red"
VxZ2o9MPtFA_24__390f4eae_00_000000_000278,VxZ2o9MPtFA_24__390f4eae,what we call business development training in other words they taught me how to sell they taught me a little bit about the product,what we call business development training in other words they taught me how to sell they taught a little bit about the product,what:ok we:ok call:ok business:ok development:ok training:ok in:ok other:ok words:ok they:ok taught:ok me:ok how:ok to:ok sell:ok they:ok taught:ok a:rep little:rep bit:rep about:rep the:rep product:rep,4.2,2.8,100.0,100.0,100.0,
WNDj1BAKi0A_0__49b21410_00_000000_000194,WNDj1BAKi0A_0__49b21410,we will give up some of our individual choice for the sake of the community decision,will give up some of our individual sovereignty for the sake of community and,will:rep give:rep up:rep some:rep of:rep our:rep individual:rep sovereignty:ins for:rep the:rep sake:rep of:rep community:rep and:ins,25.0,27.3,66.7,80.0,72.7,"choice, decision"
WRtKKFMhJVM_4__91456207_00_000000_000355,WRtKKFMhJVM_4__91456207,would give you are the 16 but the lines are straight so either lens correction was used or it's just really freaking straight or cropped or whatever but it looks great with the stands the crowd the lights look awesome,of the deforestation is that it complicates the hashtag so if you're going to integrate with twitter or facebook or any other social network you have murky waters when those accounts are drawn into your cause,of:ins the:rep deforestation:ins is:ins that:ins it:rep complicates:ins the:ok hashtag:ins so:rep if:ins you're:ins going:ins to:ins integrate:ins with:rep twitter:ins or:ok facebook:ins or:rep any:ins other:ins social:ins network:ins you:rep have:ins murky:ins waters:ins when:ins those:ins accounts:ins are:rep drawn:ins into:ins your:ins cause:ins,92.5,115.9,0.0,100.0,0.0,16
WyPi-INqRjc_7__cf000cbf_00_000000_000357,WyPi-INqRjc_7__cf000cbf,the concepts will be explained from two perspectives using real life experiences reflecting my living in mexico as well as visits to other spanish and french speaking countries,to me is played from two perspectives using great life experiences reflecting my living in méxico as well as visits to other spanish and french speaking countries,to:rep me:ins is:ins played:ins from:rep two:rep perspectives:rep using:rep great:ins life:rep experiences:rep reflecting:rep my:rep living:rep in:rep m:ins xico:ins as:ok well:ok as:ok visits:ok to:ok other:ok spanish:ok and:ok french:ok speaking:ok countries:ok,28.6,23.6,75.0,100.0,85.7,mexico
ZcCviyMNsPo_9__78596d0d_00_000000_000141,ZcCviyMNsPo_9__78596d0d,but it's mostly cardiac muscle and as i said before that's the pump component of the heart,is mostly not yet muscle and as i said before that's the pump but part of the heat,is:ins mostly:rep not:ins yet:ins muscle:ok and:ok as:ok i:ok said:ok before:ok that's:ok the:ok pump:ok but:rep part:ins of:rep the:rep heat:ins,41.2,42.3,57.1,57.1,57.1,"cardiac, component, heart"
aGULUaABMlc_0__59576e05_00_000000_000114,aGULUaABMlc_0__59576e05,i felt like we could do this i felt like this is something we can overcome,like we could do this and i felt like it's something that we had to overcome,like:rep we:rep could:rep do:rep this:rep and:ins i:rep felt:rep like:rep it's:ins something:rep that:ins we:rep had:ins to:ins overcome:ok,50.0,50.0,100.0,75.0,85.7,
ajEHR2Ajycw_14__39f3ce5a_00_000000_000106,ajEHR2Ajycw_14__39f3ce5a,mode or single player mode by the way this is also a,a motor single player mode by any way this is also,a:rep motor:ins single:ok player:ok mode:ok by:ok any:ins way:ok this:ok is:ok also:ok,33.3,27.8,100.0,83.3,90.9,
b1-EWr3WQhI_0__324a9544_00_000000_000075,b1-EWr3WQhI_0__324a9544,and how we should be and how we have to,i'm going to be a doctor and that was my,i'm:ins going:ins to:rep be:rep a:ins doctor:ins and:rep that:ins was:ins my:ins,100.0,200.0,0.0,0.0,0.0,have
bLjyV24KpeY_0__d0de0f63_00_000000_000110,bLjyV24KpeY_0__d0de0f63,what they are is 3d goggles they have two independent screens they're like 850 by,3 years old like i said,3:ins years:ins old:ins like:rep i:ins said:ins,93.3,96.3,0.0,0.0,0.0,"850, two"
bR80JEaW4LY_0__51c8b7c5_00_000000_000074,bR80JEaW4LY_0__51c8b7c5,before jumping into my scheme let me just tell you that for jeevan anand,before the period came let me just tell you that for 15,before:ok the:ins period:ins came:ins let:rep me:rep just:rep tell:rep you:rep that:rep for:rep 15:ins,42.9,56.0,0.0,0.0,0.0,"anand, jeevan"
eLS1vcpGVHQ_12__e9dd9adc_00_000000_000090,eLS1vcpGVHQ_12__e9dd9adc,i surrendered good quite i surrendered to the low security,the world and i'm so grateful to have,the:rep world:ins and:ins i'm:ins so:ins grateful:ins to:ok have:ins,90.0,93.8,0.0,0.0,0.0,"good, low, quite, security, surrendered"
gD8IlVJFk04_9__4f672fc5_00_000000_000150,gD8IlVJFk04_9__4f672fc5,connection within the cable to check that you've got continuity between both ends now of course on this length of,connection within the cable to chat that you've got continuously between both hands now of course on this length of,connection:ok within:ok the:ok cable:ok to:ok chat:ins that:ok you've:ok got:ok continuously:ins between:ok both:ok hands:ins now:ok of:ok course:ok on:ok this:ok length:ok of:ok,15.0,26.7,66.7,66.7,66.7,"check, continuity, ends"
