/
48mil-jr-Pk_6__7aead1f5_00_000000_000073	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/48mil-jr-Pk_6__7aead1f5_00_000000_000073.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/48mil-jr-Pk_6__7aead1f5_00_000000_000073.wav	76	48640
5RJU2GoOvoM_0__d181c4ad_00_000000_000086	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/5RJU2GoOvoM_0__d181c4ad_00_000000_000086.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/5RJU2GoOvoM_0__d181c4ad_00_000000_000086.wav	90	57600
6j5IucNv9kc_8__7730cf1d_00_000000_000128	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/6j5IucNv9kc_8__7730cf1d_00_000000_000128.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/6j5IucNv9kc_8__7730cf1d_00_000000_000128.wav	107	68480
6k4CVRuJ9tg_2__3bf717e1_00_000000_000223	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/6k4CVRuJ9tg_2__3bf717e1_00_000000_000223.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/6k4CVRuJ9tg_2__3bf717e1_00_000000_000223.wav	222	142080
8HA9Q9Ityfg_0__7a8ea09b_00_000000_000073	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/8HA9Q9Ityfg_0__7a8ea09b_00_000000_000073.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/8HA9Q9Ityfg_0__7a8ea09b_00_000000_000073.wav	76	48640
8fk-CwhmumA_18__17792c60_00_000000_000129	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/8fk-CwhmumA_18__17792c60_00_000000_000129.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/8fk-CwhmumA_18__17792c60_00_000000_000129.wav	108	69120
8wCA1Phnc-I_0__20258a80_00_000000_000291	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/8wCA1Phnc-I_0__20258a80_00_000000_000291.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/8wCA1Phnc-I_0__20258a80_00_000000_000291.wav	243	155520
91tFHYm9qso_7__03173d80_00_000000_000146	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/91tFHYm9qso_7__03173d80_00_000000_000146.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/91tFHYm9qso_7__03173d80_00_000000_000146.wav	122	78080
9KACXV-cW-4_0__724f88a1_00_000000_000072	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/9KACXV-cW-4_0__724f88a1_00_000000_000072.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/9KACXV-cW-4_0__724f88a1_00_000000_000072.wav	75	48000
9otzlTbuNO0_7__3db3b926_00_000000_000262	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/9otzlTbuNO0_7__3db3b926_00_000000_000262.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/9otzlTbuNO0_7__3db3b926_00_000000_000262.wav	219	140160
9wJY59NWNz8_16__33190f6c_00_000000_000220	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/9wJY59NWNz8_16__33190f6c_00_000000_000220.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/9wJY59NWNz8_16__33190f6c_00_000000_000220.wav	184	117760
AZTouP7hMjw_0__1479eaae_00_000000_000136	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/AZTouP7hMjw_0__1479eaae_00_000000_000136.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/AZTouP7hMjw_0__1479eaae_00_000000_000136.wav	113	72320
BVynmQr3cf8_0__0166130c_00_000000_000169	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/BVynmQr3cf8_0__0166130c_00_000000_000169.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/BVynmQr3cf8_0__0166130c_00_000000_000169.wav	141	90112
Cc85FcXkFBs_0__54a4c098_00_000000_000269	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/Cc85FcXkFBs_0__54a4c098_00_000000_000269.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/Cc85FcXkFBs_0__54a4c098_00_000000_000269.wav	224	143360
Cp1eBaFIRFw_1__e302e4f7_00_000000_000213	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/Cp1eBaFIRFw_1__e302e4f7_00_000000_000213.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/Cp1eBaFIRFw_1__e302e4f7_00_000000_000213.wav	178	113920
DBhaa45mAro_2__07d05c7a_00_000000_000359	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/DBhaa45mAro_2__07d05c7a_00_000000_000359.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/DBhaa45mAro_2__07d05c7a_00_000000_000359.wav	302	192512
DBhaa45mAro_2__07d05c7a_01_000299_000408	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/DBhaa45mAro_2__07d05c7a_01_000299_000408.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/DBhaa45mAro_2__07d05c7a_01_000299_000408.wav	90	57600
DUJbZV6oIds_0__55300c6c_00_000000_000287	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/DUJbZV6oIds_0__55300c6c_00_000000_000287.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/DUJbZV6oIds_0__55300c6c_00_000000_000287.wav	303	192512
DUJbZV6oIds_0__55300c6c_01_000239_000298	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/DUJbZV6oIds_0__55300c6c_01_000239_000298.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/DUJbZV6oIds_0__55300c6c_01_000239_000298.wav	60	38400
DYZKgzvPexU_0__ad4114ab_00_000000_000073	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/DYZKgzvPexU_0__ad4114ab_00_000000_000073.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/DYZKgzvPexU_0__ad4114ab_00_000000_000073.wav	76	48640
ECIwBVJ8cZQ_2__12e63349_00_000000_000122	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/ECIwBVJ8cZQ_2__12e63349_00_000000_000122.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/ECIwBVJ8cZQ_2__12e63349_00_000000_000122.wav	122	78080
EG9HNZm6qSs_1__6a00dc91_00_000000_000101	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/EG9HNZm6qSs_1__6a00dc91_00_000000_000101.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/EG9HNZm6qSs_1__6a00dc91_00_000000_000101.wav	105	67200
F-2k62XeAvM_20__9237e7c5_00_000000_000191	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/F-2k62XeAvM_20__9237e7c5_00_000000_000191.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/F-2k62XeAvM_20__9237e7c5_00_000000_000191.wav	159	101760
FD9U2sgqJe8_16__9d9045c8_00_000000_000264	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/FD9U2sgqJe8_16__9d9045c8_00_000000_000264.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/FD9U2sgqJe8_16__9d9045c8_00_000000_000264.wav	220	140800
GwBfUzPCiaw_0__4d2b0fdb_00_000000_000164	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/GwBfUzPCiaw_0__4d2b0fdb_00_000000_000164.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/GwBfUzPCiaw_0__4d2b0fdb_00_000000_000164.wav	164	104960
HhkhkWkzNP4_7__2527cbb1_00_000000_000256	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/HhkhkWkzNP4_7__2527cbb1_00_000000_000256.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/HhkhkWkzNP4_7__2527cbb1_00_000000_000256.wav	214	136960
IQT8XQ9ODcY_11__d07f81fa_00_000000_000105	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/IQT8XQ9ODcY_11__d07f81fa_00_000000_000105.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/IQT8XQ9ODcY_11__d07f81fa_00_000000_000105.wav	88	56320
JJRxStrOiBI_7__24d99a07_00_000000_000151	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/JJRxStrOiBI_7__24d99a07_00_000000_000151.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/JJRxStrOiBI_7__24d99a07_00_000000_000151.wav	126	80640
K0h33Ps7vz4_11__e66d3063_00_000000_000103	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/K0h33Ps7vz4_11__e66d3063_00_000000_000103.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/K0h33Ps7vz4_11__e66d3063_00_000000_000103.wav	103	65920
LGcjzM3BX-s_3__cc3e230e_00_000000_000154	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/LGcjzM3BX-s_3__cc3e230e_00_000000_000154.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/LGcjzM3BX-s_3__cc3e230e_00_000000_000154.wav	128	81920
MO4hiiayz3w_9__e89a45de_00_000000_000139	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/MO4hiiayz3w_9__e89a45de_00_000000_000139.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/MO4hiiayz3w_9__e89a45de_00_000000_000139.wav	116	74240
NGCTGBsuEg4_20__f35e3151_00_000000_000195	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/NGCTGBsuEg4_20__f35e3151_00_000000_000195.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/NGCTGBsuEg4_20__f35e3151_00_000000_000195.wav	163	104320
OxenfkPpJPY_0__0f9d64b8_00_000000_000221	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/OxenfkPpJPY_0__0f9d64b8_00_000000_000221.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/OxenfkPpJPY_0__0f9d64b8_00_000000_000221.wav	221	141440
PSJRmPfOGYQ_13__b2afc3d9_00_000000_000122	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/PSJRmPfOGYQ_13__b2afc3d9_00_000000_000122.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/PSJRmPfOGYQ_13__b2afc3d9_00_000000_000122.wav	127	81280
QvDw6m2kA6Q_0__a756b252_00_000000_000129	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/QvDw6m2kA6Q_0__a756b252_00_000000_000129.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/QvDw6m2kA6Q_0__a756b252_00_000000_000129.wav	108	69120
QzYx9bYHxKo_3__373a7e56_00_000000_000091	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/QzYx9bYHxKo_3__373a7e56_00_000000_000091.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/QzYx9bYHxKo_3__373a7e56_00_000000_000091.wav	95	60800
RsPPOL9XhcM_14__da966181_00_000000_000321	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/RsPPOL9XhcM_14__da966181_00_000000_000321.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/RsPPOL9XhcM_14__da966181_00_000000_000321.wav	268	171520
S0ID6pdAvvY_7__e2281119_00_000000_000214	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/S0ID6pdAvvY_7__e2281119_00_000000_000214.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/S0ID6pdAvvY_7__e2281119_00_000000_000214.wav	178	113920
S8aXVz799Dc_7__0af934d2_00_000000_000204	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/S8aXVz799Dc_7__0af934d2_00_000000_000204.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/S8aXVz799Dc_7__0af934d2_00_000000_000204.wav	170	108800
SQONLdb1gow_3__82d6e002_00_000000_000088	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/SQONLdb1gow_3__82d6e002_00_000000_000088.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/SQONLdb1gow_3__82d6e002_00_000000_000088.wav	92	58368
SmTednDfdxA_8__7fc8688e_00_000000_000090	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/SmTednDfdxA_8__7fc8688e_00_000000_000090.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/SmTednDfdxA_8__7fc8688e_00_000000_000090.wav	75	48000
TgdqxHIF-Ec_1__b8b5e460_00_000000_000108	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/TgdqxHIF-Ec_1__b8b5e460_00_000000_000108.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/TgdqxHIF-Ec_1__b8b5e460_00_000000_000108.wav	90	57600
TuUiNhbMzjY_8__8b4a8fec_00_000000_000091	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/TuUiNhbMzjY_8__8b4a8fec_00_000000_000091.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/TuUiNhbMzjY_8__8b4a8fec_00_000000_000091.wav	76	48640
VI-3EHJ-2pI_1__e8f492eb_00_000000_000090	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/VI-3EHJ-2pI_1__e8f492eb_00_000000_000090.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/VI-3EHJ-2pI_1__e8f492eb_00_000000_000090.wav	75	48000
VMWNq9cCXU4_12__451829a4_00_000000_000185	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/VMWNq9cCXU4_12__451829a4_00_000000_000185.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/VMWNq9cCXU4_12__451829a4_00_000000_000185.wav	154	98560
VxZ2o9MPtFA_24__390f4eae_00_000000_000278	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/VxZ2o9MPtFA_24__390f4eae_00_000000_000278.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/VxZ2o9MPtFA_24__390f4eae_00_000000_000278.wav	232	148480
WNDj1BAKi0A_0__49b21410_00_000000_000194	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/WNDj1BAKi0A_0__49b21410_00_000000_000194.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/WNDj1BAKi0A_0__49b21410_00_000000_000194.wav	162	103680
WRtKKFMhJVM_4__91456207_00_000000_000355	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/WRtKKFMhJVM_4__91456207_00_000000_000355.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/WRtKKFMhJVM_4__91456207_00_000000_000355.wav	296	189440
WyPi-INqRjc_7__cf000cbf_00_000000_000357	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/WyPi-INqRjc_7__cf000cbf_00_000000_000357.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/WyPi-INqRjc_7__cf000cbf_00_000000_000357.wav	298	190720
ZcCviyMNsPo_9__78596d0d_00_000000_000141	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/ZcCviyMNsPo_9__78596d0d_00_000000_000141.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/ZcCviyMNsPo_9__78596d0d_00_000000_000141.wav	141	90240
aGULUaABMlc_0__59576e05_00_000000_000114	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/aGULUaABMlc_0__59576e05_00_000000_000114.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/aGULUaABMlc_0__59576e05_00_000000_000114.wav	95	60800
ajEHR2Ajycw_14__39f3ce5a_00_000000_000106	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/ajEHR2Ajycw_14__39f3ce5a_00_000000_000106.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/ajEHR2Ajycw_14__39f3ce5a_00_000000_000106.wav	88	56320
b1-EWr3WQhI_0__324a9544_00_000000_000075	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/b1-EWr3WQhI_0__324a9544_00_000000_000075.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/b1-EWr3WQhI_0__324a9544_00_000000_000075.wav	75	48000
bLjyV24KpeY_0__d0de0f63_00_000000_000110	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/bLjyV24KpeY_0__d0de0f63_00_000000_000110.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/bLjyV24KpeY_0__d0de0f63_00_000000_000110.wav	92	58368
bR80JEaW4LY_0__51c8b7c5_00_000000_000074	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/bR80JEaW4LY_0__51c8b7c5_00_000000_000074.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/bR80JEaW4LY_0__51c8b7c5_00_000000_000074.wav	77	49280
eLS1vcpGVHQ_12__e9dd9adc_00_000000_000090	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/eLS1vcpGVHQ_12__e9dd9adc_00_000000_000090.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/eLS1vcpGVHQ_12__e9dd9adc_00_000000_000090.wav	75	48000
gD8IlVJFk04_9__4f672fc5_00_000000_000150	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/gD8IlVJFk04_9__4f672fc5_00_000000_000150.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/gD8IlVJFk04_9__4f672fc5_00_000000_000150.wav	150	96000
h6yzdL1tN9U_9__16b0e01c_00_000000_000154	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/h6yzdL1tN9U_9__16b0e01c_00_000000_000154.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/h6yzdL1tN9U_9__16b0e01c_00_000000_000154.wav	128	81920
iJxvSh6PbTc_4__12c45eac_00_000000_000193	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/iJxvSh6PbTc_4__12c45eac_00_000000_000193.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/iJxvSh6PbTc_4__12c45eac_00_000000_000193.wav	161	103040
iRtsRJhrD5Y_8__dd680175_00_000000_000233	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/iRtsRJhrD5Y_8__dd680175_00_000000_000233.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/iRtsRJhrD5Y_8__dd680175_00_000000_000233.wav	194	124160
jLBAUGvLuq8_0__fdcd8f16_00_000000_000183	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/jLBAUGvLuq8_0__fdcd8f16_00_000000_000183.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/jLBAUGvLuq8_0__fdcd8f16_00_000000_000183.wav	153	97920
kml5T4asOwQ_0__4192b704_00_000000_000106	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/kml5T4asOwQ_0__4192b704_00_000000_000106.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/kml5T4asOwQ_0__4192b704_00_000000_000106.wav	110	70400
ktMebjnZiSE_3__ebdf1351_00_000000_000359	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/ktMebjnZiSE_3__ebdf1351_00_000000_000359.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/ktMebjnZiSE_3__ebdf1351_00_000000_000359.wav	304	192512
ktMebjnZiSE_3__ebdf1351_01_000299_000404	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/ktMebjnZiSE_3__ebdf1351_01_000299_000404.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/ktMebjnZiSE_3__ebdf1351_01_000299_000404.wav	87	55680
l2Pykr8Fgw4_0__b212be6c_00_000000_000118	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/l2Pykr8Fgw4_0__b212be6c_00_000000_000118.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/l2Pykr8Fgw4_0__b212be6c_00_000000_000118.wav	98	62720
lOuEis9L8os_1__e563fbd2_00_000000_000344	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/lOuEis9L8os_1__e563fbd2_00_000000_000344.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/lOuEis9L8os_1__e563fbd2_00_000000_000344.wav	287	183680
lSogkLa9OaA_11__82e9c9c2_00_000000_000101	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/lSogkLa9OaA_11__82e9c9c2_00_000000_000101.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/lSogkLa9OaA_11__82e9c9c2_00_000000_000101.wav	105	67200
loMWvXEVDaI_0__0be15686_00_000000_000168	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/loMWvXEVDaI_0__0be15686_00_000000_000168.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/loMWvXEVDaI_0__0be15686_00_000000_000168.wav	140	89600
loebelfG9T4_10__76adce28_00_000000_000180	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/loebelfG9T4_10__76adce28_00_000000_000180.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/loebelfG9T4_10__76adce28_00_000000_000180.wav	307	192512
loebelfG9T4_10__76adce28_01_000150_000212	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/loebelfG9T4_10__76adce28_01_000150_000212.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/loebelfG9T4_10__76adce28_01_000150_000212.wav	103	65920
ly6KVdbhT7w_0__896e0d2a_00_000000_000140	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/ly6KVdbhT7w_0__896e0d2a_00_000000_000140.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/ly6KVdbhT7w_0__896e0d2a_00_000000_000140.wav	117	74880
msf0MSoEric_0__bda0c153_00_000000_000140	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/msf0MSoEric_0__bda0c153_00_000000_000140.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/msf0MSoEric_0__bda0c153_00_000000_000140.wav	117	74752
n7sVkiRL-14_0__5f0017b2_00_000000_000091	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/n7sVkiRL-14_0__5f0017b2_00_000000_000091.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/n7sVkiRL-14_0__5f0017b2_00_000000_000091.wav	76	48640
nTxcgczNaQQ_11__abf12e2f_00_000000_000096	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/nTxcgczNaQQ_11__abf12e2f_00_000000_000096.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/nTxcgczNaQQ_11__abf12e2f_00_000000_000096.wav	100	64000
oNqGdEQMb-M_0__63f6518b_00_000000_000347	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/oNqGdEQMb-M_0__63f6518b_00_000000_000347.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/oNqGdEQMb-M_0__63f6518b_00_000000_000347.wav	289	184960
oQAEDKVgeIw_3__4de2a6e4_00_000000_000242	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/oQAEDKVgeIw_3__4de2a6e4_00_000000_000242.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/oQAEDKVgeIw_3__4de2a6e4_00_000000_000242.wav	202	129280
oQEVi0gxmoE_16__3949b7ce_00_000000_000209	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/video/oQEVi0gxmoE_16__3949b7ce_00_000000_000209.mp4	/home/ubuntu/auto_avsr/preprocessed_flat_seg12/audio/oQEVi0gxmoE_16__3949b7ce_00_000000_000209.wav	174	111360
